case_id,target_id,symbol,company_name,market,case_type,canonical_archetype,posture,stage1_date,stage2_date,stage3_date,stage4b_date,stage4c_date,evidence_fields,red_flag_fields,alignment_hint,price_validation_status,production_input,notes
mp_materials_dod_apple_price_floor_case,RARE_METALS_STRATEGIC_MATERIALS,MP,MP Materials 국방부·Apple price floor,US,success_candidate,RARE_METALS_STRATEGIC_MATERIALS,GREEN_POSSIBLE,,,,,,government_investment_400m|price_floor|offtake_contract_10y|apple_500m_contract|production_capacity|supply_chain_security,production_ramp_failure|policy_dependency|capex_execution_risk|price_floor_policy_change,price_floor_offtake_green_candidate,needs_exact_stage_date_backfill,false,Month-level source marker exists. Do not invent the exact Stage 2 date or price before backfill.
china_heavy_rare_earth_export_control_case,RARE_METALS_STRATEGIC_MATERIALS,RARE_EARTH_CONTROL_REF,중국 heavy rare earth 수출통제,GLOBAL,event_premium,RARE_METALS_STRATEGIC_MATERIALS,GREEN_POSSIBLE,,2026-05-13,,,,rare_earth_export_control|heavy_rare_earth_shortage|geopolitical_bottleneck|strategic_supply_chain,price_only_rally|no_production_capacity|no_offtake|policy_truce_or_relief,geopolitical_bottleneck_reference,missing_direct_symbol_mapping,false,"Export controls are macro bottleneck evidence, not company-level Green without production, offtake, and FCF."
posco_international_alaska_lng_20y_case,GENERAL_TRADING_RESOURCE_INFRA,047050,POSCO International Alaska LNG 20년 계약,KR,success_candidate,GENERAL_TRADING_RESOURCE_INFRA,GREEN_POSSIBLE,,2025-12-04,,,,twenty_year_lng_supply|lng_volume_1mtpa|project_equity_investment|pipeline_steel_supply|energy_security,fid_pending|financing_risk|lng_price_risk|project_delay,general_trading_resource_infra_stage2_candidate,needs_price_backfill,false,"Long LNG contract, project stake, and pipeline steel supply make stronger evidence than spot trading exposure."
berkshire_japan_sogo_shosha_case,GENERAL_TRADING_RESOURCE_INFRA,JP_TRADING_HOUSES_REF,Berkshire 일본 5대 종합상사 투자,JP,structural_success,GENERAL_TRADING_RESOURCE_INFRA,GREEN_POSSIBLE,,2025-03-17,,,,resource_infra_fcf|capital_return|diversified_cash_flow|conglomerate_discount_rerating,commodity_cycle|fx_risk|complex_conglomerate_discount,general_trading_structural_reference,needs_price_backfill,false,"This is a reference case for resource rights, diversified FCF, and capital allocation, not a stock-name rule."
barrick_record_gold_buyback_case,PRECIOUS_METALS_SAFE_HAVEN_MINERS,GOLD,Barrick record gold and buyback,US,cyclical_success,PRECIOUS_METALS_SAFE_HAVEN_MINERS,WATCH_YELLOW_FIRST,,2026-05-11,,2026-05-11,,record_gold_price|realized_gold_price_4823|aisc_1708|net_income_growth|buyback_3b,gold_price_correction|aisc_rise|production_drop|jurisdiction_risk,precious_metals_cyclical_success_candidate,needs_price_backfill,false,"Gold price, AISC control, and buyback are useful, but this stays cycle/Watch until durability is proven."
sk_innovation_refining_recovery_case,REFINING_OIL_SPREAD,096770,SK Innovation 정유 흑자전환,KR,cyclical_success,REFINING_OIL_SPREAD,WATCH_YELLOW_FIRST,,2026-05-13,,2026-05-13,,refining_op_turnaround|earnings_beat|refining_recovery|logistics_normalization_delay,recovery_delay_warning|refining_margin_reversal|inventory_loss|middle_east_event_fades,refining_cyclical_recovery_candidate,needs_price_backfill,false,"Strong OP recovery remains Watch because refining margin, inventory, and event duration still need validation."
copper_ai_grid_demand_case,COPPER_AI_GRID_STRUCTURAL_DEMAND,COPPER_GRID_REF,구리 AI 데이터센터·전력망 수요,GLOBAL,success_candidate,COPPER_AI_GRID_STRUCTURAL_DEMAND,GREEN_POSSIBLE,,2025-12-12,,2025-12-12,,copper_price_11952|ai_datacenter_grid_demand|deficit_forecast|mine_disruption|grid_modernization,tariff_inventory_distortion|stockpile_distortion|mine_supply_recovery|demand_destruction,copper_ai_grid_watch,missing_direct_symbol_mapping,false,"Copper is a structural demand candidate, but company-level Green still needs cost curve, production, FCF, and returns."
lg_chem_lotte_chemical_oversupply_case,CHEMICAL_SPREAD,KR_CHEMICALS_REF,LG Chem / Lotte Chemical 공급과잉,KR,4c_thesis_break,CHEMICAL_SPREAD,REDTEAM_FIRST,,,,,2025-02-07,chemical_spread_story,china_middle_east_capacity_glut|operating_loss|op_profit_collapse|spread_reversal|supply_glut,chemical_spread_green_hard_counterexample,needs_price_backfill,false,Chemical spread recovery is not structural Green when China/Middle East capacity crushes OP and FCF.
lithium_price_86pct_crash_case,LITHIUM_BATTERY_RAW_MATERIAL,LITHIUM_CYCLE_REF,리튬 가격 86% 급락,GLOBAL,4c_thesis_break,LITHIUM_BATTERY_RAW_MATERIAL,WATCH_YELLOW_FIRST,,,,,2025-01-13,lithium_price_cycle|mine_shutdown,lithium_price_crash|mine_restart|supply_rebound|ev_demand_slowdown|capex_cut,lithium_cycle_hard_counterexample,missing_price_data,false,Lithium rebound is not structural Green when mine restarts and EV slowdown can cap prices.
lithium_ess_demand_recovery_case,LITHIUM_BATTERY_RAW_MATERIAL,LITHIUM_ESS_REF,리튬 ESS demand recovery,GLOBAL,cyclical_success,LITHIUM_BATTERY_RAW_MATERIAL,WATCH_YELLOW_FIRST,,2026-01-05,,,,ess_lithium_demand_growth|datacenter_storage_demand|china_power_market_reform,mine_restart_supply_rebound|sodium_ion_substitution|ev_subsidy_expiry|supply_increase,lithium_ess_demand_recovery_but_cycle_watch,missing_price_data,false,"ESS improves demand, but lithium miners remain cycle/Watch until low-cost FCF and supply response are controlled."
bhp_iron_ore_profit_dividend_cut_case,STEEL_METAL_SPREAD,BHP,BHP 철광석 이익·배당 축소,AU,4c_thesis_break,STEEL_METAL_SPREAD,WATCH_YELLOW_FIRST,,,,,2025-02-18,iron_ore_cycle|capital_return,iron_ore_price_decline|china_demand_weakness|profit_downcycle|dividend_cut,iron_ore_commodity_downcycle_4c,needs_price_backfill,false,Large miners can lose capital-return support when commodity price and China demand weaken.
korea_zinc_tender_offer_event_case,EVENT_PREMIUM_GOVERNANCE_OVERLAY,010130,Korea Zinc 공개매수 이벤트,KR,event_premium,EVENT_PREMIUM_GOVERNANCE_OVERLAY,REDTEAM_FIRST,,2024-09-13,,,,tender_offer|governance_event|event_day_price_reaction|strategic_metal_exposure,event_premium|governance_dispute|hostile_takeover|fcf_not_verified,event_premium_misclassified,needs_price_backfill,false,Tender-offer price reaction must be separated from durable smelting-margin and FCF rerating.
international_paper_ds_smith_divestment_case,PAPER_PACKAGING_CYCLE,IP_DS_SMITH_REF,International Paper / DS Smith plant divestment,EU,event_premium,PAPER_PACKAGING_CYCLE,WATCH_YELLOW_FIRST,,2025-04-14,,,,packaging_mna|consolidation|competition_remedy|plant_divestment,mature_industry|regulatory_divestiture|price_pressure|volume_decline,packaging_mature_consolidation_watch,missing_public_price_data,false,Packaging consolidation is a Watch case; competition remedies and mature-industry limits cap Green quality.
graphene_mxene_superconductor_theme_case,ADVANCED_MATERIAL_SPECULATIVE_THEME,ADV_MATERIAL_THEME_REF,그래핀·맥신·초전도체 소재 테마,GLOBAL,overheat,ADVANCED_MATERIAL_SPECULATIVE_THEME,REDTEAM_FIRST,,,,,,paper_or_preprint|sns_science_theme|material_theme_keyword,paper_only|no_commercialization|no_customer|no_revenue|theme_only,speculative_material_theme,missing_price_data,false,"Scientific-material themes are Red/Watch before customer validation, revenue recognition, and FCF path exist."
