field,required_for_round70_backfill
case_id,true
symbol,true
company_name,true
primary_archetype,true
secondary_archetypes,true
stage1_date,true
stage2_date,true
stage3_date,true
stage4b_date,true
stage4c_date,true
stage1_price,true
stage2_price,true
stage3_price,true
stage4b_price,true
stage4c_price,true
peak_price,true
peak_date,true
MFE_30D,true
MFE_90D,true
MFE_180D,true
MFE_1Y,true
MFE_2Y,true
MAE_30D,true
MAE_90D,true
MAE_180D,true
MAE_1Y,true
drawdown_after_peak,true
below_stage2_price_flag,true
below_stage3_price_flag,true
commodity_type,true
commodity_price_at_stage,true
commodity_price_peak,true
commodity_price_change_30D,true
commodity_price_change_90D,true
commodity_price_change_1Y,true
product_spread_metric,true
spread_change_30D,true
spread_change_90D,true
inventory_gain_loss,true
refining_margin,true
lubricants_mix_ratio,true
chemical_spread,true
steel_spread,true
smelting_margin,true
copper_price,true
copper_production_volume,true
copper_cash_cost,true
copper_inventory_distortion_flag,true
tariff_stockpile_flag,true
mine_disruption_flag,true
deficit_forecast_flag,true
revenue_revision_1q,true
op_revision_1q,true
eps_revision_1q,true
eps_revision_1y,true
fcf_margin,true
dividend_change,true
buyback_amount,true
offtake_contract_flag,true
offtake_contract_value,true
offtake_duration_years,true
price_floor_flag,true
price_floor_level,true
government_support_flag,true
government_investment_amount,true
strategic_supply_chain_flag,true
defense_customer_flag,true
apple_or_bigtech_customer_flag,true
production_capacity,true
capacity_ramp_up_date,true
project_execution_risk_flag,true
customer_contract_flag,true
customer_concentration,true
lithium_price_change,true
mine_shutdown_flag,true
mine_restart_flag,true
ess_demand_support_flag,true
sodium_ion_substitution_flag,true
capex_cut_flag,true
gold_realized_price,true
aisc,true
gold_production_volume,true
jurisdiction_risk_flag,true
safe_haven_demand_flag,true
lng_contract_volume_mtpa,true
lng_contract_duration_years,true
fid_status,true
project_equity_investment_flag,true
pipeline_steel_supply_flag,true
commodity_trading_margin,true
tender_offer_flag,true
governance_event_flag,true
event_premium_flag,true
hostile_takeover_flag,true
capital_structure_risk_flag,true
oversupply_flag,true
supply_glut_flag,true
china_middle_east_capacity_flag,true
dividend_cut_flag,true
packaging_mna_flag,true
competition_remedy_flag,true
plant_divestment_flag,true
mature_industry_flag,true
speculative_material_theme_flag,true
commercial_product_flag,true
customer_validation_flag,true
revenue_recognized_flag,true
score_price_alignment,true
price_validation_status,true
review_notes,true
