field,required_for_round175_backfill
ticker,true
symbol,true
company_name,true
primary_archetype,true
secondary_archetypes,true
stage1_date,true
stage2_date,true
stage3_date,true
stage4b_date,true
stage4c_date,true
stage1_trigger,true
stage2_trigger,true
stage3_trigger,true
stage4b_trigger,true
stage4c_trigger,true
price_at_stage1,true
price_at_stage2,true
price_at_stage3,true
price_at_stage4b,true
price_at_stage4c,true
stage1_price,true
stage2_price,true
stage3_price,true
stage4b_price,true
stage4c_price,true
return_1d_after_event,true
return_5d_after_event,true
return_20d_after_stage2,true
return_60d_after_stage2,true
return_120d_after_stage2,true
return_252d_after_stage2,true
mfe_20d_after_stage2,true
mae_20d_after_stage2,true
mfe_60d_after_stage2,true
mae_60d_after_stage2,true
mfe_120d_after_stage2,true
mae_120d_after_stage2,true
relative_strength_vs_kospi,true
relative_strength_vs_sector,true
relative_strength_vs_commodity_price,true
commodity_price_at_stage,true
commodity_price_change_20d,true
commodity_price_change_60d,true
op_revision_before_stage3,true
op_revision_after_stage3,true
eps_revision_before_stage3,true
eps_revision_after_stage3,true
contract_amount,true
contract_counterparty,true
contract_period,true
offtake_volume,true
price_floor_flag,true
media_report_only_flag,true
company_confirmation_flag,true
tariff_target,true
tariff_scope,true
export_exposure_to_tariff_market,true
local_production_flag,true
inventory_loss_flag,true
spread_margin_signal,true
raw_material_cost_signal,true
copper_price_at_stage,true
copper_passthrough_flag,true
mna_bid_value,true
mna_review_dropped_flag,true
seller_denial_flag,true
polysilicon_price_signal,true
rare_earth_revenue_flag,true
lithium_production_volume,true
cb_bw_or_equity_raise_flag,true
disclosure_confidence,true
opendart_rcept_no,true
opendart_detail_fetched_flag,true
detail_parser_confidence,true
valuation_at_stage3,true
valuation_at_stage4b,true
stage_before_redteam,true
stage_after_redteam,true
score_before_redteam,true
score_after_redteam,true
score_price_alignment,true
price_validation_status,true
review_notes,true
