field,required_for_round100_backfill
case_id,true
symbol,true
company_name,true
primary_archetype,true
secondary_archetypes,true
stage1_date,true
stage2_date,true
stage3_date,true
stage4b_date,true
stage4c_date,true
stage1_price,true
stage2_price,true
stage3_price,true
stage4b_price,true
stage4c_price,true
peak_price,true
peak_date,true
MFE_30D,true
MFE_90D,true
MFE_180D,true
MFE_1Y,true
MFE_2Y,true
MAE_30D,true
MAE_90D,true
MAE_180D,true
MAE_1Y,true
drawdown_after_peak,true
below_stage2_price_flag,true
below_stage3_price_flag,true
arr_growth,true
subscription_revenue_growth,true
recurring_revenue_ratio,true
churn_rate,true
net_retention_rate,true
customer_count,true
large_customer_concentration,true
op_margin_change,true
fcf_margin,true
ai_revenue_contribution,true
ai_arr,true
ai_attach_rate,true
ai_contract_value,true
total_contract_value,true
rule_of_40,true
compute_cost_ratio,true
model_dependency_flag,true
ai_workflow_integration_flag,true
ontology_workflow_flag,true
auditability_flag,true
revenue_per_employee,true
government_revenue_growth,true
commercial_revenue_growth,true
seat_churn_flag,true
license_downsell_flag,true
gross_margin_impact_from_ai,true
agent_cost_overrun_flag,true
edge_cloud_contract_value,true
edge_cloud_contract_duration_years,true
frontier_model_customer_flag,true
customer_disclosed_flag,true
cloud_infrastructure_services_revenue,true
cdn_legacy_revenue_change,true
edge_inference_revenue_flag,true
cloud_capex_amount,true
ai_customer_concentration,true
observability_revenue,true
observability_arr,true
ai_workload_customer_count,true
sre_agent_revenue_flag,true
security_analyst_agent_flag,true
cloud_optimization_risk_flag,true
arr_miss_flag,true
guidance_miss_flag,true
net_new_arr_change,true
bookings_growth,true
daily_active_users,true
monthly_active_users,true
communication_engagement_change,true
single_ip_revenue_ratio,true
game_delay_flag,true
preorder_event_flag,true
platform_safety_flag,true
age_verification_flag,true
content_monitoring_flag,true
regulatory_ban_flag,true
ad_revenue_growth,true
ad_arpu,true
ad_tier_users,true
ad_supported_signup_mix,true
own_adtech_flag,true
client_budget_cut_flag,true
ad_growth_forecast_cut,true
ai_production_disruption_flag,true
privacy_lawsuit_flag,true
scam_ad_lawsuit_flag,true
ad_quality_risk_flag,true
high_risk_ad_revenue_estimate,true
child_data_collection_flag,true
dark_pattern_allegation_flag,true
autoplay_restriction_flag,true
security_billings_growth,true
security_arr_growth,true
security_outage_flag,true
affected_device_count,true
customer_lawsuit_flag,true
shareholder_lawsuit_flag,true
renewal_rate,true
incident_recovery_days,true
trust_damage_flag,true
founder_legal_case_flag,true
governance_overhang_flag,true
mna_legal_dispute_flag,true
regulatory_investigation_flag,true
youth_safety_lawsuit_flag,true
age_verification_order_flag,true
algorithm_modification_order_flag,true
addictive_design_claim_flag,true
infinite_scroll_restriction_flag,true
antitrust_lawsuit_flag,true
copyright_lawsuit_flag,true
training_data_risk_flag,true
license_risk_flag,true
generative_ai_ip_risk_flag,true
opendart_rcept_no,true
opendart_detail_fetched_flag,true
disclosure_confidence_score,true
detail_parser_confidence,true
disclosure_signal_class,true
routine_disclosure_flag,true
risk_disclosure_flag,true
high_signal_disclosure_flag,true
score_price_alignment,true
price_validation_status,true
review_notes,true
