case_id,target_id,symbol,company_name,market,case_type,canonical_archetype,posture,stage1_date,stage2_date,stage3_date,stage4b_date,stage4c_date,evidence_fields,red_flag_fields,alignment_hint,price_validation_status,production_input,notes
john_deere_autonomous_agri_ces_case,AGRI_MACHINERY_PRECISION_CYCLE,DE,John Deere autonomous agriculture CES case,US,success_candidate,AGRI_MACHINERY_PRECISION_CYCLE,WATCH_YELLOW_FIRST,2025-01-06,,,,,autonomous_tractor|precision_agriculture|labor_shortage_solution|software_attach_potential,farm_income|financing_cost|adoption_rate_unverified|right_to_repair,precision_agri_stage1_success_candidate,needs_price_backfill,false,"Autonomous agriculture technology is useful Stage 1 evidence, but sales, farmer ROI, and software attachment must verify it."
deere_farm_equipment_demand_slowdown_case,AGRI_MACHINERY_DEMAND_CYCLE,DE,Deere farm equipment demand slowdown,US,4c_thesis_break,AGRI_MACHINERY_DEMAND_CYCLE,WATCH_YELLOW_FIRST,2025-02-13,,,,2025-02-13,equipment_sales_decline|farm_income_weakness|high_borrowing_cost|revenue_decline,farm_income_weakness|high_borrowing_cost|equipment_sales_decline|tariff_uncertainty,agri_machinery_demand_cycle_4c_watch,needs_price_backfill,false,Precision agriculture can be promising while the machinery company is still capped by farm-income and financing cycles.
deere_right_to_repair_settlement_case,RIGHT_TO_REPAIR_REGULATORY_OVERLAY,DE,Deere right-to-repair settlement,US,failed_rerating,RIGHT_TO_REPAIR_REGULATORY_OVERLAY,REDTEAM_FIRST,2026-04-01,,,,,right_to_repair_flag|repair_settlement_amount|software_lock_in|ftc_lawsuit_flag,right_to_repair_lawsuit|repair_monopoly_allegation|settlement_cost|ftc_lawsuit|customer_backlash,agri_machinery_software_lockin_regulatory_watch,needs_price_backfill,false,Software-enabled equipment lock-in can become a RedTeam risk if regulation or lawsuits weaken the model.
deere_construction_right_to_repair_case,RIGHT_TO_REPAIR_CONSTRUCTION_EXPANSION,DE,Deere construction equipment right-to-repair expansion,US,failed_rerating,RIGHT_TO_REPAIR_CONSTRUCTION_EXPANSION,REDTEAM_FIRST,2026-05-15,,,,,construction_equipment_repair_lawsuit_flag|independent_repair_access_flag|dealer_network_dependency|right_to_repair_flag,construction_equipment_litigation|repair_monopoly_allegation|class_action_expansion_risk|customer_backlash,right_to_repair_expansion_4c,needs_price_backfill,false,"Repair-access risk can expand beyond farm machinery, so software lock-in credit needs a broader construction-equipment RedTeam gate."
cnh_weak_farm_equipment_demand_case,AGRI_MACHINERY_DEMAND_CYCLE,CNH,CNH weak farm equipment demand,US,4c_thesis_break,AGRI_MACHINERY_DEMAND_CYCLE,WATCH_YELLOW_FIRST,2025-11-07,,,,2025-11-07,farm_income_weakness|crop_price_decline|dealer_inventory_increase|equipment_sales_decline,farm_income_weakness|crop_price_decline|dealer_inventory_increase|farmer_financing_cost,agri_machinery_demand_4c_watch,needs_price_backfill,false,"CNH-style demand misses show that farm-income, crop-price, financing, and dealer-inventory evidence can override precision-agriculture narratives."
bayer_soy_seed_license_crop_science_case,AGRI_INPUT_SEED_CROP_PROTECTION,BAYN,Bayer soy seed license crop science case,DE,success_candidate,AGRI_INPUT_SEED_CROP_PROTECTION,WATCH_YELLOW_FIRST,2026-05-12,2026-05-12,,,,soy_seed_license_flag|licensing_revenue|seed_revenue_growth|crop_science_ebitda_improvement|farmer_roi_metric,roundup_litigation|crop_protection_litigation|farmer_margin_pressure|debt_burden,agri_input_licensed_ip_success_candidate,needs_price_backfill,false,"Seed/IP licensing can support Stage 2 research, while crop-protection litigation and farmer margin remain RedTeam fields."
nutrien_potash_phosphate_option_case,FERTILIZER_STRATEGIC_PHOSPHATE_OPTION,NTR,Nutrien potash and phosphate strategic option,CA,cyclical_success,FERTILIZER_STRATEGIC_PHOSPHATE_OPTION,WATCH_YELLOW_FIRST,2025-11-06,2025-11-06,,,,potash_sales_forecast_raise|phosphate_strategic_mineral_flag|phosphate_asset_review_flag|fertilizer_volume|phosphate_revenue,crop_price_decline|farmer_margin_pressure|input_cost_spike|demand_deferral|asset_sale_uncertainty,fertilizer_potash_phosphate_option_watch,needs_price_backfill,false,"Potash and phosphate optionality can produce cycle credit, but farmer margin, crop prices, input costs, and asset optionality keep it Watch/Yellow-first."
mosaic_phosphate_sulfuric_acid_squeeze_case,FERTILIZER_INPUT_COST_SULFURIC_ACID,MOS,Mosaic phosphate sulfuric-acid input-cost squeeze,US,4c_thesis_break,FERTILIZER_INPUT_COST_SULFURIC_ACID,REDTEAM_FIRST,2026-05-06,,,,2026-05-06,phosphate_price_strength|sulfuric_acid_spike|sulfur_cost_spike|production_guidance_at_risk,sulfuric_acid_spike|sulfur_cost_spike|ammonia_cost_spike|urea_cost_spike|guidance_withdrawal|loss_reported,fertilizer_price_good_but_input_cost_squeezed,needs_price_backfill,false,"Phosphate pricing can look supportive, but sulfuric-acid and sulfur input costs can overwhelm margins and turn the fertilizer cycle into a 4C-watch case."
zoetis_bird_flu_vaccine_conditional_case,ANIMAL_HEALTH_BIOSECURITY,ZTS,Zoetis bird flu vaccine conditional clearance,US,success_candidate,ANIMAL_HEALTH_BIOSECURITY,WATCH_YELLOW_FIRST,2025-02-14,2025-02-14,,,,vaccine_conditional_approval|government_stockpile|biosecurity_demand,emergency_license|government_policy_uncertain|one_off_stockpile|trade_restriction,animal_health_event_to_contract_candidate,needs_price_backfill,false,"Conditional approval and stockpile rebuilding can move disease news toward Stage 2, but recurring use must be checked."
calmaine_egg_price_regulatory_case,LIVESTOCK_DISEASE_PRICE_REGULATORY,CALM,Cal-Maine egg price regulatory cycle,US,cyclical_success,LIVESTOCK_DISEASE_PRICE_REGULATORY,REDTEAM_FIRST,2025-04-08,2025-04-08,,2025-04-08,,egg_price_spike|avian_flu_supply_shock|op_profit_increase|doj_investigation_flag|price_fixing_investigation_flag,price_normalization|disease_normalization|price_fixing_investigation|doj_investigation|consumer_backlash,livestock_regulatory_4c,needs_price_backfill,false,"Egg-price profit spikes can be real cyclical success, but price normalization and investigations cap Green."
