case_id,target_id,symbol,company_name,market,case_type,canonical_archetype,posture,stage1_date,stage2_date,stage3_date,stage4b_date,stage4c_date,evidence_fields,red_flag_fields,alignment_hint,price_validation_status,production_input,notes
mp_materials_dod_price_floor_case,RARE_METALS_PRICE_FLOOR_OFFTAKE,MP,MP Materials DoD price floor / offtake,US,success_candidate,RARE_METALS_PRICE_FLOOR_OFFTAKE,GREEN_POSSIBLE,,,,,,government_investment_400m|price_floor|offtake_contract_10y|production_capacity|supply_chain_security,production_ramp_failure|policy_dependency|capex_execution_risk|price_floor_policy_change,price_floor_offtake_green_candidate,needs_exact_stage_date_backfill,false,"DoD investment, price floor, and offtake are strong Stage 2 ingredients, but the exact July 2025 stage date and price must be backfilled from source data."
mp_materials_apple_magnet_contract_case,RARE_EARTH_MAGNET_SUPPLY_CHAIN,MP,MP Materials Apple magnet supply chain,US,success_candidate,RARE_EARTH_MAGNET_SUPPLY_CHAIN,GREEN_POSSIBLE,,,,,,apple_500m_contract|apple_prepayment|magnet_production_flag|magnet_production_start_year_2027|recycled_feedstock|fort_worth_facility,magnet_ramp_delay|customer_qualification_failure|feedstock_shortage|policy_support_change,rare_earth_magnet_supply_chain_aligned,needs_exact_stage_date_backfill,false,"Apple magnet supply evidence is separate from raw rare-earth price evidence; Green still needs ramp-up, customer qualification, revenue, and FCF."
mp_materials_capital_raise_dilution_case,RARE_EARTH_CAPITAL_RAISE_DILUTION,MP,MP Materials $500M common stock offering after strategic contracts,US,4b_watch,RARE_EARTH_CAPITAL_RAISE_DILUTION,REDTEAM_FIRST,,,,2025-07-16,,common_stock_offering_500m|rare_earth_price_floor|apple_contract|dod_support|ytd_price_runup_275pct,share_dilution|capex_funding_gap|valuation_already_moved|after_hours_drop_5_8pct,structural_resource_success_with_dilution_watch,needs_price_backfill,false,"Price floor and offtake can be strong Stage 2 evidence, but post-contract capital raise and dilution can turn the case into 4B/dilution watch."
china_heavy_rare_earth_export_control_case,RARE_METALS_EXPORT_CONTROL_EVENT,RARE_EARTH_CONTROL_REF,중국 heavy rare earth 수출통제,GLOBAL,event_premium,RARE_METALS_EXPORT_CONTROL_EVENT,WATCH_YELLOW_FIRST,,2026-05-13,,,,rare_earth_export_control|heavy_rare_earth_shortage|geopolitical_bottleneck|strategic_supply_chain,price_only_rally|no_production_capacity|no_offtake|policy_truce_or_relief,geopolitical_bottleneck_reference,missing_direct_symbol_mapping,false,"Export controls are macro bottleneck evidence, not company-level Green without production, offtake, and FCF."
china_yttrium_dysprosium_terbium_delay_case,RARE_METALS_EXPORT_CONTROL_EVENT,RARE_EARTH_LICENSE_DELAY_REF,중국 yttrium/dysprosium/terbium export approval delay,GLOBAL,event_premium,RARE_METALS_EXPORT_CONTROL_EVENT,WATCH_YELLOW_FIRST,,2026-05-15,,,,yttrium_export_delay|dysprosium_shortage|terbium_shortage|rare_earth_license_delay|price_spike_multiple,export_control_relief|truce_extension|price_normalization|no_production_capacity,export_control_event_only,missing_direct_symbol_mapping,false,"License delays are useful routing evidence, but they remain event evidence unless a company has production, customer contracts, and price-floor/offtake economics."
copper_ai_grid_record_high_case,COPPER_AI_GRID_STRUCTURAL_DEMAND,COPPER_GRID_REF,구리 AI 데이터센터·전력망 record high,GLOBAL,success_candidate,COPPER_AI_GRID_STRUCTURAL_DEMAND,GREEN_POSSIBLE,,2026-05-11,,2026-05-11,,copper_price_record_high|ai_datacenter_grid_demand|deficit_forecast|mine_disruption|grid_modernization|processing_input_cost_risk,tariff_inventory_distortion|stockpile_distortion|mine_supply_recovery|demand_destruction|sulfuric_acid_cost_risk,copper_ai_grid_watch,missing_direct_symbol_mapping,false,"Copper has AI/grid demand evidence, but tariff inventory, mine recovery, and processing input cost must be audited before company-level Green."
indonesia_nickel_hpal_sulfur_squeeze_case,NICKEL_SULFUR_HPAL_INPUT_COST,NICKEL_HPAL_REF,Indonesia nickel HPAL sulfur input cost squeeze,GLOBAL,4c_thesis_break,NICKEL_SULFUR_HPAL_INPUT_COST,REDTEAM_FIRST,,,,,2026-05-14,battery_grade_nickel_demand|indonesia_hpal_capacity|nickel_price_rebound|sulfur_import_dependency,sulfur_shortage|sulfuric_acid_spike|hpal_capacity_cut|processing_margin_squeeze|input_cost_spike,nickel_price_up_but_hpal_margin_squeezed,missing_direct_symbol_mapping,false,Nickel price can rise while HPAL processing economics deteriorate; sulfur and sulfuric acid costs must be audited before any Green interpretation.
barrick_record_gold_buyback_case,PRECIOUS_METALS_SAFE_HAVEN_MINERS,GOLD,Barrick record gold and buyback,US,cyclical_success,PRECIOUS_METALS_SAFE_HAVEN_MINERS,WATCH_YELLOW_FIRST,,2026-05-11,,2026-05-11,,record_gold_price|realized_gold_price_4823|aisc_1708|net_income_growth|buyback_3b,gold_price_correction|aisc_rise|production_drop|jurisdiction_risk,precious_metals_cyclical_success_candidate,needs_price_backfill,false,"Gold price, AISC control, and buyback are useful, but this stays cycle/Watch until durability is proven."
equinox_orla_gold_jurisdiction_case,GOLD_MINER_JURISDICTION_RERATING,EQX_ORLA_REF,Equinox-Orla Canada-focused gold miner M&A,GLOBAL,success_candidate,GOLD_MINER_JURISDICTION_RERATING,WATCH_YELLOW_FIRST,,2026-05-13,,,,gold_mna_flag|safe_jurisdiction_assets|canada_us_assets|jurisdiction_discount_narrows|production_profile,mna_dilution|integration_risk|gold_price_reversal|production_miss,gold_miner_jurisdiction_rerating,missing_direct_symbol_mapping,false,"Gold miner rerating can come from safer jurisdiction and M&A scale, but dilution, integration, production, and AISC still need validation."
posco_international_alaska_lng_20y_case,GENERAL_TRADING_RESOURCE_INFRA,047050,POSCO International Alaska LNG 20년 계약,KR,success_candidate,GENERAL_TRADING_RESOURCE_INFRA,GREEN_POSSIBLE,,2025-12-04,,,,twenty_year_lng_supply|lng_volume_1mtpa|project_equity_investment|pipeline_steel_supply|energy_security,fid_pending|financing_risk|lng_price_risk|project_delay,general_trading_resource_infra_stage2_candidate,needs_price_backfill,false,"Long LNG contract, project stake, and pipeline steel supply make stronger evidence than spot trading exposure."
sk_innovation_refining_recovery_case,REFINING_OIL_SPREAD,096770,SK Innovation 정유 흑자전환,KR,cyclical_success,REFINING_OIL_SPREAD,WATCH_YELLOW_FIRST,,2026-05-13,,2026-05-13,,refining_op_turnaround|earnings_beat|refining_recovery|logistics_normalization_delay,recovery_delay_warning|refining_margin_reversal|inventory_loss|middle_east_event_fades,refining_cyclical_recovery_candidate,needs_price_backfill,false,"Strong OP recovery remains Watch because refining margin, inventory, and event duration still need validation."
lg_chem_lotte_chemical_oversupply_case,CHEMICAL_SPREAD,KR_CHEMICALS_REF,LG Chem / Lotte Chemical 공급과잉,KR,4c_thesis_break,CHEMICAL_SPREAD,REDTEAM_FIRST,,,,,2025-02-07,chemical_spread_story,china_middle_east_capacity_glut|operating_loss|op_profit_collapse|spread_reversal|supply_glut,chemical_spread_green_hard_counterexample,needs_price_backfill,false,Chemical spread recovery is not structural Green when China/Middle East capacity crushes OP and FCF.
