field,required_for_round143_backfill
case_id,true
symbol,true
company_name,true
primary_archetype,true
secondary_archetypes,true
stage1_date,true
stage2_date,true
stage3_date,true
stage4b_date,true
stage4c_date,true
stage1_price,true
stage2_price,true
stage3_price,true
stage4b_price,true
stage4c_price,true
peak_price,true
peak_date,true
MFE_5D,true
MFE_20D,true
MFE_60D,true
MFE_90D,true
MFE_180D,true
MAE_5D,true
MAE_20D,true
MAE_60D,true
MAE_90D,true
MAE_180D,true
drawdown_after_peak,true
below_stage1_price_flag,true
below_stage2_price_flag,true
below_stage3_price_flag,true
event_type,true
policy_event_flag,true
geopolitical_event_flag,true
disaster_event_flag,true
climate_event_flag,true
disease_event_flag,true
science_preprint_flag,true
social_media_theme_flag,true
actual_contract_flag,true
contract_value,true
contract_duration_months,true
government_order_flag,true
stockpile_contract_flag,true
vaccine_stockpile_flag,true
vaccine_order_doses,true
public_procurement_agency,true
public_health_procurement_flag,true
late_stage_trial_funding_flag,true
procurement_reversal_flag,true
government_funding_cancelled_flag,true
funding_withdrawal_amount,true
clinical_development_delay_flag,true
project_financing_flag,true
financing_amount,true
guarantee_structure_flag,true
operating_company_flag,true
infrastructure_asset_flag,true
critical_infra_flag,true
critical_infra_financing_flag,true
telecom_infra_flag,true
power_grid_infra_flag,true
port_concession_flag,true
transformer_shelter_flag,true
renewable_capacity_mw,true
budget_allocated_flag,true
construction_started_flag,true
revenue_recognized_flag,true
export_control_flag,true
export_license_delay_flag,true
rare_earth_export_control_flag,true
yttrium_delay_flag,true
dysprosium_delay_flag,true
terbium_delay_flag,true
price_spike_multiple,true
truce_extension_flag,true
export_control_relief_flag,true
alternative_supply_contract_flag,true
offtake_contract_flag,true
price_floor_flag,true
domestic_capacity_flag,true
outbreak_status,true
who_emergency_flag,true
government_purchase_amount,true
diagnostic_sales_change,true
demand_normalization_flag,true
inventory_build_flag,true
replication_success_flag,true
replication_failure_flag,true
peer_review_status,true
commercial_product_flag,true
customer_contract_flag,true
impurity_explanation_flag,true
sanctions_status,true
military_tension_flag,true
tourism_reopen_flag,true
visa_policy_event_flag,true
tourist_arrivals_after_policy,true
average_spend_after_policy,true
casino_drop_after_policy,true
duty_free_sales_after_policy,true
hotel_revpar_after_policy,true
facility_dismantle_flag,true
road_rail_destroyed_flag,true
hostile_state_rhetoric_flag,true
rebuild_project_count,true
rebuild_budget_amount,true
insurance_payout_status,true
one_off_demand_flag,true
heatwave_event_flag,true
peak_load_increase_estimate,true
grid_stress_flag,true
vpp_program_flag,true
battery_program_capacity,true
battery_program_households,true
cooling_order_flag,true
energy_system_investment_flag,true
policy_budget_flag,true
local_policy_flag,true
regional_development_contract_flag,true
guidance_raised_flag,true
ebitda_margin_guidance_change,true
tax_policy_event_flag,true
windfall_tax_comment_flag,true
citizen_dividend_comment_flag,true
corporate_tax_uncertainty_flag,true
market_wide_selloff_flag,true
government_clarification_flag,true
event_premium_flag,true
price_moved_without_evidence_flag,true
one_off_revenue_flag,true
policy_relief_only_flag,true
north_korea_hard_red_flag,true
speculative_science_failure_flag,true
event_to_contract_flag,true
event_to_infra_crossover_flag,true
supply_chain_export_control_event_flag,true
export_control_to_offtake_escalation_flag,true
government_stockpile_guidance_aligned_flag,true
procurement_reversal_4c_flag,true
critical_infra_financing_aligned_flag,true
disclosure_confidence_capped_flag,true
opendart_rcept_no,true
opendart_detail_fetched_flag,true
disclosure_confidence_score,true
detail_parser_confidence,true
disclosure_signal_class,true
routine_disclosure_flag,true
risk_disclosure_flag,true
high_signal_disclosure_flag,true
score_price_alignment,true
price_validation_status,true
review_notes,true
