field,required_for_round142_backfill
case_id,true
symbol,true
company_name,true
primary_archetype,true
secondary_archetypes,true
stage1_date,true
stage2_date,true
stage3_date,true
stage4b_date,true
stage4c_date,true
stage1_price,true
stage2_price,true
stage3_price,true
stage4b_price,true
stage4c_price,true
peak_price,true
peak_date,true
MFE_30D,true
MFE_90D,true
MFE_180D,true
MFE_1Y,true
MFE_2Y,true
MAE_30D,true
MAE_90D,true
MAE_180D,true
MAE_1Y,true
drawdown_after_peak,true
below_stage2_price_flag,true
below_stage3_price_flag,true
pf_exposure,true
pf_guarantee_amount,true
pf_delinquency_rate,true
bridge_loan_exposure,true
syndicated_loan_amount,true
pf_soft_landing_support_flag,true
refinancing_success_flag,true
debt_workout_flag,true
unsold_inventory_units,true
cash_conversion_cycle,true
construction_cost_ratio,true
gross_margin,true
op_margin_change,true
profitable_project_flag,true
unprofitable_project_restructuring_flag,true
revenue_backlog,true
contract_value,true
contract_duration_months,true
contract_margin_signal,true
project_financing_secured_flag,true
construction_started_flag,true
revenue_recognized_flag,true
reit_type,true
occupancy_rate,true
noi_growth,true
affo_growth,true
ffo_growth,true
affo_per_share_growth,true
dividend_per_share,true
dividend_cut_flag,true
dividend_coverage_ratio,true
ltv_ratio,true
funding_cost,true
refinancing_maturity,true
office_exposure,true
watchlisted_or_impaired_asset_ratio,true
credit_loss_reserve,true
non_accrual_asset_ratio,true
maintenance_capex,true
expansion_capex,true
capex_amount,true
capex_to_affo_ratio,true
affo_integrity_risk_flag,true
short_report_flag,true
data_center_asset_acquired_flag,true
hyperscale_tenant_flag,true
tenant_concentration,true
binding_lease_flag,true
non_binding_loi_flag,true
funding_agreement_terminated_flag,true
investment_grade_tenant_flag,true
power_secured_flag,true
water_permitting_flag,true
cooling_secured_flag,true
advanced_liquid_cooling_flag,true
grid_interconnection_flag,true
asset_pipeline_value,true
ai_infra_theme_flag,true
sponsor_premium_flag,true
bonus_share_ipo_flag,true
no_revenue_flag,true
single_site_concentration_flag,true
power_delivery_date,true
local_opposition_flag,true
referendum_or_moratorium_flag,true
water_rights_flag,true
ratepayer_cost_risk_flag,true
utility_strain_flag,true
power_cost_concern_flag,true
public_hearing_delay_flag,true
project_withdrawal_flag,true
noise_pollution_flag,true
urban_datacenter_moratorium_flag,true
zoning_pause_flag,true
community_submission_count,true
ai_power_campus_flag,true
planned_power_gw,true
planned_power_delivery_year,true
nuclear_power_plan_flag,true
gas_power_plan_flag,true
solar_power_plan_flag,true
tenant_signed_flag,true
tenant_funding_agreement_terminated_flag,true
cold_storage_warehouse_count,true
cold_storage_capacity,true
energy_cost_ratio,true
customer_count,true
net_loss_flag,true
cold_chain_occupancy_rate,true
post_ipo_drawdown_flag,true
customer_inventory_normalization_flag,true
debt_to_ebitda,true
building_material_volume,true
cement_price_change,true
steel_rebar_price_change,true
energy_cost_change,true
raw_material_cost_change,true
price_hike_flag,true
cost_saving_amount,true
ebitda_change,true
volume_decline_flag,true
infrastructure_demand_flag,true
low_carbon_cement_flag,true
net_zero_cement_flag,true
carbon_capture_capacity_tons,true
ccs_subsidy_flag,true
green_premium_flag,true
product_presold_flag,true
ccs_storage_contract_flag,true
subsidy_durability_risk_flag,true
building_products_mna_flag,true
precast_concrete_flag,true
walling_systems_flag,true
water_management_systems_flag,true
production_site_count,true
target_revenue,true
target_ebitda,true
mna_multiple,true
earnings_accretive_guidance_flag,true
systems_selling_opportunity,true
deal_price_unknown,true
integration_risk_flag,true
leverage_after_mna,true
policy_support_amount,true
government_support_flag,true
reconstruction_contract_flag,true
budget_allocated_flag,true
project_delay_flag,true
financing_failure_flag,true
opendart_rcept_no,true
opendart_detail_fetched_flag,true
disclosure_confidence_score,true
detail_parser_confidence,true
disclosure_signal_class,true
routine_disclosure_flag,true
risk_disclosure_flag,true
high_signal_disclosure_flag,true
score_price_alignment,true
price_validation_status,true
review_notes,true
