case_id,target_id,symbol,company_name,market,case_type,canonical_archetype,posture,stage1_date,stage2_date,stage3_date,stage4b_date,stage4c_date,evidence_fields,red_flag_fields,alignment_hint,price_validation_status,production_input,notes
kb_financial_valueup_stage3_candidate,BANK_HOLDING_VALUEUP_CAPITAL_RETURN_KOREA,105560,KB Financial value-up leader,KR,success_candidate,BANK_HOLDING_VALUEUP_CAPITAL_RETURN_KOREA,GREEN_POSSIBLE,,,,,,net_profit_5_84tn_krw|net_profit_growth_15_1pct|financial_holding_valueup_leader|capital_return_execution_required,credit_cost_unconfirmed|cet1_unconfirmed|pbr_crowding_4b_risk,stage3_candidate_with_4b_watch,needs_krx_price_cet1_credit_cost_return_backfill,false,"KB is a canonical R6 Stage 3 candidate, but Green needs CET1, credit cost, repeated return, and PBR band proof."
shinhan_overseas_profit_valueup_candidate,BANK_ROE_PBR_RERATING_KOREA,055550,Shinhan Financial overseas-profit rerating candidate,KR,success_candidate,BANK_ROE_PBR_RERATING_KOREA,GREEN_POSSIBLE,,,,,,net_profit_4_97tn_krw|net_profit_growth_11_7pct|overseas_pre_tax_profit_over_1tn_krw|profit_diversification,cet1_unconfirmed|return_execution_needed|financial_basket_4b_crowding,overseas_profit_diversification_stage2_3_candidate,needs_price_roe_cet1_return_backfill,false,Shinhan is a Stage 2/3 candidate when overseas profit and return execution become repeatable.
woori_financial_nonbank_capital_buffer_gate_case,BANK_HOLDING_VALUEUP_CAPITAL_RETURN_KOREA,316140,Woori Financial non-bank expansion with capital-buffer gate,KR,success_candidate,BANK_HOLDING_VALUEUP_CAPITAL_RETURN_KOREA,GREEN_POSSIBLE,,,,,,net_profit_3_14tn_krw|non_bank_expansion|insurance_acquisition|digital_tower_sale_capital_buffer_review,cet1_pressure|capital_buffer_needed|return_cut_risk,stage2_with_cet1_gate,needs_cet1_mna_return_price_backfill,false,Woori is Stage 2 until non-bank expansion proves CET1 and return-policy durability.
jb_financial_regional_high_roe_valueup_case,REGIONAL_BANK_HIGH_ROE_VALUEUP,175330,JB Financial regional-bank high-ROE value-up candidate,KR,success_candidate,REGIONAL_BANK_HIGH_ROE_VALUEUP,GREEN_POSSIBLE,,,,,,ttm_net_profit_578_7bn_krw|asset_50_8tn_krw|high_profitability|southeast_asia_subsidiary,regional_credit_risk|liquidity_discount|dividend_sustainability_needed,regional_bank_stage2_3_candidate_with_liquidity_cap,needs_price_roe_credit_liquidity_backfill,false,Regional banks can be early Stage 3 only when high ROE survives credit and liquidity checks.
korea_insurance_capital_release_valueup_case,INSURANCE_CAPITAL_RELEASE_VALUEUP_KOREA,005830/000810/001450,DB Insurance / Samsung Fire / Hyundai Marine insurance value-up basket,KR,success_candidate,INSURANCE_CAPITAL_RELEASE_VALUEUP_KOREA,GREEN_POSSIBLE,,,,,,capital_release|dividend_buyback_expectation|csm_kics_required|loss_ratio_required,k_ics_unknown|csm_quality_unknown|loss_ratio_unknown|ifrs17_volatility,insurance_stage2_3_candidate_with_kics_csm_gate,needs_kics_csm_loss_ratio_price_backfill,false,"Insurance names are Stage 2/3 only when K-ICS, CSM quality, loss ratio, and return execution are verified."
kakaobank_profitability_valuation_cap_case,INTERNET_BANK_PROFITABILITY,323410,KakaoBank internet-bank profitability with valuation cap,KR,success_candidate,INTERNET_BANK_PROFITABILITY,WATCH_YELLOW_FIRST,,,,,,customer_count_26_7m|mau_20m|record_profit|non_interest_income_growth|indonesia_superbank_thailand_virtual_bank_option,platform_valuation_risk|credit_cost_unconfirmed|loan_quality_risk|users_only_not_green,platform_bank_stage2_3_candidate_with_valuation_cap,needs_profit_credit_cost_valuation_price_backfill,false,"KakaoBank is judged by record profit, non-interest income, and credit cost, not user count alone."
naver_dunamu_equity_option_security_4c_watch_case,DIGITAL_ASSET_EXCHANGE_EQUITY_OPTION,035420,Naver-Dunamu digital-asset equity option with security watch,KR,4c_thesis_break,DIGITAL_ASSET_EXCHANGE_EQUITY_OPTION,WATCH_YELLOW_FIRST,2025-11-27,2025-11-27,,,2025-11-27,dunamu_15_13tn_krw_all_stock_deal|naver_financial_2_54_shares_per_dunamu_share|initial_stock_reaction_plus_7pct|upbit_market_share,abnormal_withdrawal_54bn_krw|security_incident|regulatory_approval_pending|crypto_volume_risk,stage2_plus_same_day_4c_watch,needs_intraday_and_krx_path_security_resolution_backfill,false,"The deal is Stage 2 equity-option evidence, but abnormal withdrawal makes security a hard Stage 4C-watch."
toss_superapp_ipo_stablecoin_related_stock_cap_case,FINTECH_SUPERAPP_IPO_OPTION_KOREA,TOSS_RELATED_BASKET,Toss superapp IPO and KRW stablecoin option related-stock cap,KR,event_premium,FINTECH_SUPERAPP_IPO_OPTION_KOREA,WATCH_YELLOW_FIRST,2025-09-09,2025-09-09,,,,30m_plus_users|australia_launch|us_ipo_target_2026_q2|valuation_10_15bn_usd|won_stablecoin_intent,direct_ownership_link_missing|ipo_not_filed|stablecoin_approval_missing|revenue_model_missing,stage1_2_option_related_stock_green_cap,not_price_applicable_related_basket,false,"Toss direct exposure can be Stage 2, but listed related stocks cannot become Green before direct equity and revenue-model proof."
seoul_guarantee_ipo_ransomware_security_case,GUARANTEE_INSURANCE_IPO_SECURITY_RISK,SGI,Seoul Guarantee Insurance IPO with ransomware trust break,KR,4c_thesis_break,GUARANTEE_INSURANCE_IPO_SECURITY_RISK,REDTEAM_FIRST,,,,,,kospi_listing|guarantee_balance_344_4bn_usd|kdic_stake_sale_option|dividend_public_fund_recovery,ransomware_attack|service_disruption|core_system_recovery_4_days|financial_security_trust_break,ipo_stage2_but_security_hard_cap,needs_listing_price_and_security_remediation_backfill,false,Financial-service security failure blocks stable guarantee-insurance Green until resilience is proven.
securities_brokerage_market_beta_cycle_case,SECURITIES_BROKERAGE_MARKET_BETA,039490/006800/071050/005940,Kiwoom / Mirae / Korea Investment / NH securities brokerage beta basket,KR,cyclical_success,SECURITIES_BROKERAGE_MARKET_BETA,WATCH_YELLOW_FIRST,2026-05-06,2026-05-06,,,,kospi_7000_rally|trading_value_beta|brokerage_volume|ib_pipeline_needed,market_beta_only|pf_exposure|trading_value_cycle|tax_policy_risk,stage2_cycle_not_structural_green,needs_trading_value_pf_ib_price_backfill,false,"Brokerages can be Stage 2 cycle winners, but market turnover alone is not structural Stage 3."
financial_valueup_crowded_4b_watch_case,VALUE_UP_CROWDED_4B_WATCH,KR_FINANCIAL_BASKET,Korea financial value-up crowded 4B watch,KR,4b_watch,VALUE_UP_CROWDED_4B_WATCH,REDTEAM_FIRST,2026-05-06,2026-05-06,,2026-05-06,,kospi_7000_reform_ai_rally|broader_financial_shares_rally|valueup_consensus|pbr_rerating,financial_basket_crowded|return_execution_not_individualized|credit_cost_unconfirmed|policy_tax_shock_risk,valueup_basket_4b_watch,needs_basket_relative_strength_pbr_band_backfill,false,"Broad financial value-up rally is a 4B cooling signal unless individual ROE, return, and credit quality keep improving."
