field,required_for_round177_backfill
ticker,true
symbol,true
company_name,true
primary_archetype,true
secondary_archetypes,true
stage1_date,true
stage2_date,true
stage3_date,true
stage4b_date,true
stage4c_date,true
stage1_trigger,true
stage2_trigger,true
stage3_trigger,true
stage4b_trigger,true
stage4c_trigger,true
price_at_stage1,true
price_at_stage2,true
price_at_stage3,true
price_at_stage4b,true
price_at_stage4c,true
return_20d_after_stage2,true
return_60d_after_stage2,true
return_120d_after_stage2,true
return_252d_after_stage2,true
mfe_60d_after_stage2,true
mae_60d_after_stage2,true
mfe_120d_after_stage2,true
mae_120d_after_stage2,true
mfe_252d_after_stage2,true
mae_252d_after_stage2,true
relative_strength_vs_kospi,true
relative_strength_vs_financial_basket,true
relative_strength_vs_bank_basket,true
relative_strength_vs_insurance_basket,true
roe,true
roe_change_yoy,true
net_profit,true
net_profit_growth_yoy,true
cet1_ratio,true
cet1_change_qoq,true
k_ics_ratio,true
credit_cost,true
pf_exposure,true
reserve_build,true
dividend_per_share,true
dividend_payout_ratio,true
buyback_amount,true
cancelled_share_amount,true
total_shareholder_return_ratio,true
pbr_at_stage2,true
pbr_at_stage3,true
pbr_at_stage4b,true
pbr_band_percentile,true
digital_asset_stake_value,true
equity_method_income,true
exchange_security_incident_flag,true
stablecoin_regulatory_status,true
fintech_take_rate,true
ipo_valuation,true
ipo_delay_flag,true
disclosure_confidence,true
governance_risk_flag,true
stage_before_redteam,true
stage_after_redteam,true
score_before_redteam,true
score_after_redteam,true
score_price_alignment,true
price_validation_status,true
review_notes,true
