target_id,large_sector,canonical_archetype,posture,eps_fcf,structural_visibility,bottleneck_pricing,market_mispricing,valuation,capital_allocation,information_confidence,stage1_signals,stage2_signals,stage3_conditions,stage4b_conditions,stage4c_conditions,green_conditions,red_flags,loop10_penalty_axes,gate_only,production_scoring_changed,normalization_point
PLATFORM_SOFTWARE_INTERNET,PLATFORM_CONTENT_SW_SECURITY,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,18,18,7,15,13,1,5,portal_growth|messenger_ecosystem|commerce_platform_growth|ad_platform_recovery|user_growth,arpu_growth|recurring_revenue|opm_improvement|governance_clean|ad_quality_clean,platform_monetization|fcf_conversion|regulatory_risk_low|privacy_risk_low,platform_multiple_crowded|user_count_story_overpriced|legal_risk_ignored,privacy_lawsuit|founder_legal_case|regulatory_investigation|trust_damage|scam_ad_lawsuit,arpu_growth|recurring_revenue|opm_improvement|fcf_conversion|governance_clean,governance|privacy|legal_overhang|youth_safety|ad_quality,governance|privacy|ad_quality|youth_safety,false,false,"Platform Green needs monetization and trust, not user count alone."
B2B_SAAS_ERP_WORKFLOW,PLATFORM_CONTENT_SW_SECURITY,B2B_SAAS_ERP_WORKFLOW,GREEN_POSSIBLE,20,23,7,15,13,1,5,cloud_erp_transition|b2b_saas_growth|sme_cloud_conversion|pe_operational_improvement,arr_growth|recurring_revenue_ratio|low_churn|customer_lock_in|opm_improvement,fcf_conversion|net_retention_rate|workflow_lock_in|valuation_frame_shift,b2b_saas_premium_crowded|pe_event_premium_overread,churn_spike|si_revenue_reversion|opm_decline|regulatory_approval_failure,arr_growth|recurring_revenue_ratio|low_churn|customer_lock_in|fcf_conversion,churn|si_revenue_mix|regulatory_approval|event_premium,churn|si_revenue|regulatory|pe_event_premium,false,false,"B2B SaaS/ERP can be Green only when repeat revenue, churn, lock-in, OPM, and FCF are visible."
ENTERPRISE_AI_ONTOLOGY_WORKFLOW,PLATFORM_CONTENT_SW_SECURITY,ENTERPRISE_AI_ONTOLOGY_WORKFLOW,GREEN_POSSIBLE,23,23,10,16,9,0,6,enterprise_ai_platform|ontology_workflow|private_data_integration|ai_action_layer,paid_ai_contract|total_contract_value|government_revenue_growth|commercial_revenue_growth|auditable_workflow,repeat_contract|workflow_lock_in|opm_improvement|fcf_conversion|rule_of_40,ai_software_narrative_crowded|valuation_saturation|strong_results_stock_stalls,ai_compute_cost_surge|government_contract_risk|auditability_failure|model_dependency|political_risk,paid_ai_contract|total_contract_value|auditable_workflow|workflow_lock_in|fcf_conversion,valuation_crowding|government_customer|ai_cost|model_dependency|auditability_failure,valuation|government_customer|ai_cost|auditability|workflow_lock_in,false,false,"Enterprise AI ontology is Green-capable only when AI becomes contracted, auditable workflow with OPM and FCF."
GOVERNMENT_AI_PROGRAM_OF_RECORD,PLATFORM_CONTENT_SW_SECURITY,GOVERNMENT_AI_PROGRAM_OF_RECORD,WATCH_YELLOW_FIRST,23,24,11,15,10,0,6,government_ai_pilot|defense_ai_software|public_sector_ai_contract|maven_or_defense_ai_flag,program_of_record|government_program_budget|official_procurement|long_term_contract|total_contract_value,recurring_government_software_revenue|commercial_expansion|auditable_workflow|fcf_conversion,government_ai_contractor_premium_overheated|program_of_record_fully_priced,budget_cut|contract_cancellation|political_risk|auditability_failure|ethics_review,program_of_record|government_program_budget|official_procurement|auditable_workflow|fcf_conversion,political_risk|budget_cycle|government_customer_concentration|auditability_failure,government_budget|program_of_record|auditability|customer_concentration,false,false,Government AI becomes higher-quality only when pilot work turns into a funded program of record.
CLOUD_AI_SOFTWARE_INFRA,PLATFORM_CONTENT_SW_SECURITY,CLOUD_AI_SOFTWARE_INFRA,GREEN_POSSIBLE,22,23,9,16,10,0,5,enterprise_ai_platform|ai_workflow_automation|agentic_ai_platform|private_data_integration,paid_ai_contract|total_contract_value|government_revenue_growth|commercial_revenue_growth|revenue_per_employee,auditable_workflow|repeat_contract|fcf_conversion|opm_improvement|rule_of_40,ai_software_narrative_crowded|valuation_saturation|strong_results_stock_stalls,ai_compute_cost_surge|government_contract_risk|auditability_failure|model_dependency,paid_ai_contract|total_contract_value|auditable_workflow|opm_improvement|fcf_conversion,valuation_crowding|government_customer|ai_cost|model_dependency,valuation|government_customer|ai_cost|auditability,false,false,"Cloud AI software needs actual contracts, auditable workflow, and FCF, not AI demos."
EDGE_AI_CLOUD_INFRASTRUCTURE,PLATFORM_CONTENT_SW_SECURITY,EDGE_AI_CLOUD_INFRASTRUCTURE,WATCH_YELLOW_FIRST,20,21,12,14,9,2,5,edge_ai_cloud_contract|distributed_inference|frontier_model_provider|cdn_to_cloud_transition,long_term_ai_cloud_contract|cloud_infrastructure_services_revenue|frontier_model_customer|revenue_contribution,repeat_ai_cloud_revenue|margin_confirmed|capex_controlled|fcf_conversion|customer_concentration_low,edge_ai_cloud_contract_premium_crowded|legacy_cdn_reframe_overheated,capex_burden|ai_customer_concentration|margin_miss|legacy_cdn_decline|customer_undisclosed,long_term_ai_cloud_contract|revenue_contribution|margin_confirmed|capex_controlled|fcf_conversion,capex|customer_concentration|legacy_cdn_decline|margin_miss|undisclosed_customer,capex|customer_concentration|legacy_decline|margin,false,false,"Edge AI cloud is Watch-to-Green: a long contract is useful, but margin, capex, FCF, and customer concentration still gate promotion."
AI_SOFTWARE_APPLICATION,PLATFORM_CONTENT_SW_SECURITY,AI_SOFTWARE_APPLICATION,WATCH_YELLOW_FIRST,20,19,9,15,12,0,5,ai_application_launch|enterprise_ai_adoption|api_usage_growth,paid_customer_growth|api_revenue|workflow_integration|total_contract_value,repeat_paid_usage|fcf_conversion|compute_cost_controlled|auditable_workflow,ai_app_narrative_crowded|valuation_before_margin_proof|rule_of_40_fully_priced,compute_cost_spike|model_dependency|copyright_lawsuit|data_privacy_lawsuit,paid_usage|api_revenue|workflow_integration|compute_cost_controlled|fcf_conversion,compute_cost|model_dependency|copyright|data_privacy|free_user_growth_only,compute_cost|model_dependency|4b_crowding,false,false,"AI applications need paid usage and unit economics, not feature announcements."
LEGACY_SAAS_AI_REINFORCEMENT,PLATFORM_CONTENT_SW_SECURITY,LEGACY_SAAS_AI_REINFORCEMENT,WATCH_YELLOW_FIRST,20,21,8,14,11,0,6,ai_agent_launch|copilot_launch|workflow_ai_feature|agentforce_like_arr,ai_arr|ai_attach_rate|customer_adoption|productivity_roi|seat_churn_measured,ai_reinforces_workflow_lock_in|seat_churn_low|gross_margin_stable|fcf_conversion,legacy_saas_ai_narrative_overheated|agent_revenue_too_small_for_multiple,ai_substitutes_existing_seat_model|license_downsell|gross_margin_pressure|agent_cost_overrun|workflow_lockin_failure,ai_arr|ai_attach_rate|seat_churn_low|gross_margin_stable|workflow_lock_in,ai_arr_too_small|seat_churn|license_downsell|gross_margin_pressure|agent_cost_overrun,ai_arr|attach_rate|seat_churn|gross_margin|workflow_lock_in,false,false,Legacy SaaS AI reinforcement is Watch-to-Green only when AI attach grows without seat churn or margin damage.
LEGACY_SAAS_AI_DISRUPTION_OVERLAY,PLATFORM_CONTENT_SW_SECURITY,LEGACY_SAAS_AI_DISRUPTION_OVERLAY,REDTEAM_FIRST,gate,gate,gate,gate,gate,gate,gate,ai_agent_launch|copilot_launch|workflow_ai_feature|agentforce_like_arr,ai_arr|ai_attach_rate|customer_adoption|productivity_roi|seat_churn_measured,ai_reinforces_workflow_lock_in|seat_churn_low|gross_margin_stable|fcf_conversion,legacy_saas_ai_narrative_overheated|agent_revenue_too_small_for_multiple,ai_substitutes_existing_seat_model|license_downsell|gross_margin_pressure|agent_cost_overrun|workflow_lockin_failure,,seat_churn|license_downsell|gross_margin_pressure|agent_cost_overrun|workflow_lockin_failure,seat_churn|license_downsell|gross_margin|ai_cost|workflow_lock_in,true,false,"Legacy SaaS AI is a RedTeam overlay: AI can reinforce workflow lock-in, but it can also cannibalize seats and margins."
OBSERVABILITY_AI_OPERATIONS,PLATFORM_CONTENT_SW_SECURITY,OBSERVABILITY_AI_OPERATIONS,WATCH_YELLOW_FIRST,21,22,8,15,10,0,5,ai_workload_monitoring|aiops|sre_agent|security_analyst_agent,arr_growth|ai_monitoring_customer_growth|guidance_raise|observability_revenue_growth,net_retention_rate|fcf_conversion|ai_workload_attach|usage_resilience,observability_ai_premium_crowded|ai_operations_multiple_saturated,cloud_optimization|net_retention_slowdown|usage_slowdown|guidance_cut,arr_growth|net_retention_rate|ai_workload_attach|fcf_conversion,cloud_optimization|net_retention|usage_slowdown|4b,cloud_optimization|net_retention|usage,false,false,Observability AI can be Watch-to-Green only when AI workload monitoring becomes ARR and FCF.
