target_id,large_sector,canonical_archetype,posture,eps_fcf,structural_visibility,bottleneck_pricing,market_mispricing,valuation,capital_allocation,information_confidence,stage1_signals,stage2_signals,stage3_conditions,stage4b_conditions,stage4c_conditions,green_conditions,red_flags,loop8_penalty_axes,gate_only,production_scoring_changed,normalization_point
CDMO_HEALTHCARE_CONTRACT,BIOTECH_HEALTHCARE_DEVICE,CDMO_HEALTHCARE_CONTRACT,GREEN_POSSIBLE,20,24,12,12,12,0,5,cdmo_contract|capacity_expansion|new_manufacturing_site|us_eu_local_production,long_term_contract|capacity_utilization|customer_diversification|op_eps_revision,multi_year_production_visibility|fcf_conversion|utilization_leverage|high_value_modality_mix,capacity_premium_overheated|capex_story_priced_before_utilization,utilization_down|contract_delay|capex_burden|tariff_or_quality_issue|us_operating_cost,long_term_contract|capacity_utilization|customer_diversification|fcf_conversion,underutilization|customer_concentration|capex_burden|quality_issue|tariff|us_operating_cost,utilization|customer_contract|capex|quality,false,false,"CDMO is Green-capable, but capacity alone is not Stage 3 without utilization, contracts, margin, and FCF."
CDMO_US_TARIFF_HEDGE_CAPACITY,BIOTECH_HEALTHCARE_DEVICE,CDMO_US_TARIFF_HEDGE_CAPACITY,WATCH_YELLOW_FIRST,19,21,12,12,11,0,5,us_manufacturing_site|tariff_hedge|facility_acquisition|capacity_liters,facility_close|customer_contract|technology_transfer|capacity_utilization,us_capacity_revenue_conversion|opm_fcf_conversion|customer_diversification|operating_cost_control,us_cdmo_capacity_premium_overheated|tariff_hedge_story_crowded,customer_contract_missing|site_upgrade_capex_overrun|utilization_low|us_operating_cost_up|technology_transfer_delay,customer_contract|capacity_utilization|technology_transfer|opm_fcf_conversion,customer_contract_missing|underutilization|us_operating_cost|capex_burden|technology_transfer_delay,us_capacity|utilization|customer_contract|technology_transfer|operating_cost,false,false,"A US CDMO footprint is strategic Stage 1/2; Green waits for customers, utilization, technology transfer, OPM, and FCF."
CDMO_ADC_CELL_GENE_CAPABILITY,BIOTECH_HEALTHCARE_DEVICE,CDMO_ADC_CELL_GENE_CAPABILITY,WATCH_YELLOW_FIRST,19,20,11,12,10,0,5,adc_cell_gene_capacity|high_value_modality_capacity|technology_transfer_plan|site_upgrade_capex,customer_contract|regulatory_tech_transfer|capacity_utilization|quality_system_ready,repeat_high_value_modality_revenue|opm_fcf_conversion|customer_diversification|utilization_leverage,adc_cell_gene_capacity_premium_overheated|modality_story_priced_before_contract,customer_contract_missing|technology_transfer_delay|quality_issue|utilization_low|capex_overrun,customer_contract|capacity_utilization|regulatory_tech_transfer|opm_fcf_conversion,customer_contract_missing|regulatory_tech_transfer_missing|underutilization|quality_issue|capex_burden,customer_contract|technology_transfer|utilization|quality|capex,false,false,"ADC/cell/gene CDMO capability is high-value, but Green waits for customer contracts, tech transfer, utilization, and margin."
CRO_CLINICAL_SERVICE,BIOTECH_HEALTHCARE_DEVICE,CRO_CLINICAL_SERVICE,WATCH_YELLOW_FIRST,16,17,7,11,9,0,5,clinical_service_backlog|pharma_rd_budget|trial_volume_growth,service_revenue_growth|customer_diversification|repeat_service_revenue|funding_cycle_stable,multi_year_backlog|funding_cycle_stable|high_fcf_conversion,cro_recovery_expectation_overheated,biotech_funding_crunch|customer_rd_budget_cut|forecast_cut|order_cancellation|revenue_decline,service_backlog|customer_diversification|repeat_service_revenue|opm_improvement,biotech_funding_cycle_down|customer_budget_cut|trial_delay|low_margin_backlog|forecast_cut,funding_cycle|customer_budget|forecast_cut,false,false,"CRO is service revenue, but funding-cycle cuts can break backlog and forecast visibility."
CRO_FUNDING_CYCLE_OVERLAY,BIOTECH_HEALTHCARE_DEVICE,CRO_FUNDING_CYCLE_OVERLAY,REDTEAM_FIRST,gate,gate,gate,gate,gate,gate,gate,biotech_funding_crunch|customer_rd_budget_cut|trial_delay|order_cancellation,forecast_cut|revenue_decline|backlog_conversion_weak|restructuring,not_applicable_gate_only,cro_recovery_story_ignores_funding_cycle,biotech_funding_crunch|forecast_cut|customer_rd_budget_cut|trial_delay|revenue_decline,,biotech_funding_crunch|forecast_cut|customer_rd_budget_cut|trial_delay|revenue_decline,funding_cycle|forecast_cut|customer_budget|backlog_conversion,true,false,CRO funding-cycle deterioration is a RedTeam gate because backlog can fail when biotech clients lose funding.
BIOSIMILAR_COMMERCIALIZATION,BIOTECH_HEALTHCARE_DEVICE,BIOSIMILAR_COMMERCIALIZATION,WATCH_YELLOW_FIRST,18,18,6,12,9,0,6,fda_ema_approval|patent_expiry|biosimilar_launch|discount_access_program,pbm_listing|insurance_coverage|prescription_conversion|launch_revenue,prescription_growth|margin_defense|multi_country_launch|payer_access,approval_news_overheated|biosimilar_launch_crowded,price_competition|prescription_conversion_delay|margin_collapse|pbm_incentive_gap,pbm_listing|insurance_coverage|prescription_conversion|revenue_conversion,price_competition|coverage_gap|slow_switching|margin_pressure|pbm_incentive_gap,pbm|coverage|prescription_switch|margin,false,false,"Biosimilar approval and discount are Stage 1; PBM, coverage, prescriptions, and margin decide higher stages."
BIOSIMILAR_ACCESS_CASH_PAY,BIOTECH_HEALTHCARE_DEVICE,BIOSIMILAR_ACCESS_CASH_PAY,WATCH_YELLOW_FIRST,16,15,5,11,8,0,6,cash_pay_discount|goodrx_access_program|interchangeable_biosimilar|patient_access_news,discount_program_live|pharmacy_substitution|prescription_conversion|margin_defense,sustained_prescription_growth|pbm_or_cash_channel_scaled|gross_margin_stable|payer_access,discount_access_story_overheated|biosimilar_discount_crowded,prescription_conversion_delay|margin_pressure|pbm_incentive_gap|coverage_gap|originator_rebate_defense,prescription_conversion|margin_defense|pbm_or_cash_channel_scaled|payer_access,slow_switching|margin_pressure|pbm_incentive_gap|coverage_gap|discount_without_uptake,discount|prescription_switch|pbm|margin|access,false,false,"Biosimilar cash-pay access is helpful Stage 2 evidence, but prescription conversion and margin defense decide promotion."
BIOSIMILAR_PBM_FORMULARY_SWITCH,BIOTECH_HEALTHCARE_DEVICE,BIOSIMILAR_PBM_FORMULARY_SWITCH,WATCH_YELLOW_FIRST,18,19,6,12,9,0,7,pbm_preferred_list|formulary_switch|zero_copay_program|interchangeable_biosimilar,pbm_listing|insurance_coverage|prescription_conversion|switching_incentive_visible,sustained_prescription_switch|payer_access_scaled|margin_defense|revenue_conversion,pbm_switch_story_crowded|discount_access_priced_before_uptake,slow_switching|originator_rebate_defense|pbm_incentive_gap|margin_pressure|patent_litigation,pbm_listing|insurance_coverage|prescription_conversion|margin_defense,slow_switching|pbm_incentive_gap|margin_pressure|patent_litigation|discount_without_uptake,pbm|formulary|prescription_switch|margin|patent,false,false,"PBM/formulary access is stronger than approval, but Stage 3 waits for prescription switching and margin defense."
BIOSIMILAR_PATENT_LITIGATION,BIOTECH_HEALTHCARE_DEVICE,BIOSIMILAR_PATENT_LITIGATION,REDTEAM_FIRST,gate,gate,gate,gate,gate,gate,gate,patent_litigation|injunction_risk|settlement_negotiation|launch_delay_risk,risk_event_detected,not_applicable_gate_only,not_applicable_gate_only,patent_litigation|launch_delay|injunction_risk|settlement_cost|margin_compression|pbm_exclusion,,patent_litigation|launch_delay|injunction_risk|settlement_cost|margin_compression,patent|launch_timing|settlement|margin,true,false,Biosimilar patent litigation is a RedTeam gate because launch timing and economics can break approval-led narratives.
OBESITY_GLP1_COMMERCIALIZATION,BIOTECH_HEALTHCARE_DEVICE,OBESITY_GLP1_COMMERCIALIZATION,GREEN_POSSIBLE,22,20,12,13,8,0,6,glp1_approval|oral_glp1_trial|prescription_growth|maintenance_therapy_data,weekly_scripts|insurance_coverage|supply_capacity|sales_ramp|price_defense,durable_prescription_growth|price_defense|op_eps_revision|coverage_expansion|maintenance_use_case,obesity_market_narrative_crowded|scripts_lag_valuation|market_size_priced_before_uptake,compounded_alternative|price_cut|coverage_denial|prescription_slowdown|telehealth_channel_risk,prescription_volume|insurance_coverage|supply_capacity|price_defense|op_eps_revision,competition|compounded_alternative|coverage_gap|price_regulation|slow_uptake|telehealth_channel_risk,scripts|coverage|price|competition|compounded_drugs,false,false,"GLP-1 can be Green, but TAM is not enough; scripts, coverage, price, supply, and OP/EPS must follow."
ORAL_GLP1_APPROVAL_COMMERCIALIZATION,BIOTECH_HEALTHCARE_DEVICE,ORAL_GLP1_APPROVAL_COMMERCIALIZATION,WATCH_YELLOW_FIRST,21,20,11,13,9,0,6,oral_glp1_trial|oral_glp1_approval|launch_price|obesity_tam,fda_approval|self_pay_price|launch_plan|distribution_channel|initial_stock_reaction,weekly_scripts|insurance_coverage|gross_to_net_visible|repeat_refill|op_eps_revision,oral_glp1_convenience_story_crowded|approval_priced_before_scripts,prescription_ramp_failure|insurance_not_listed|gross_to_net_pressure|price_competition|boxed_warning,weekly_scripts|insurance_coverage|gross_to_net_visible|repeat_refill|op_eps_revision,scripts_missing|coverage_gap|gross_to_net_pressure|price_competition|slow_uptake,scripts|coverage|gross_to_net|refill|price,false,false,"Oral GLP-1 approval is Stage 2; commercialization requires scripts, insurance, gross-to-net, refill, and OP/EPS."
ORAL_GLP1_MAINTENANCE_THERAPY,BIOTECH_HEALTHCARE_DEVICE,ORAL_GLP1_MAINTENANCE_THERAPY,WATCH_YELLOW_FIRST,21,19,11,13,9,0,6,oral_glp1_trial|oral_glp1_approval|maintenance_therapy_data|injection_to_pill_switch,fda_approval|self_pay_price|distribution_channel|maintenance_trial_data,weekly_scripts|insurance_coverage|repeat_refill|op_eps_revision|real_world_adherence,oral_glp1_convenience_story_crowded|market_size_priced_before_scripts,prescription_ramp_failure|insurance_not_listed|price_competition|boxed_warning|safety_issue,weekly_scripts|insurance_coverage|repeat_refill|op_eps_revision|price_defense,scripts_missing|coverage_gap|price_competition|boxed_warning|slow_uptake,scripts|coverage|price|maintenance|safety,false,false,"Oral GLP-1 approval and maintenance data are Stage 2; Green waits for scripts, coverage, refills, and OP/EPS revision."
GLP1_PRICE_WAR_OVERLAY,BIOTECH_HEALTHCARE_DEVICE,GLP1_PRICE_WAR_OVERLAY,REDTEAM_FIRST,gate,gate,gate,gate,gate,gate,gate,glp1_price_cut|gross_to_net_pressure|copycat_drug_pressure|insurance_pressure,risk_event_detected,not_applicable_gate_only,not_applicable_gate_only,price_cut|gross_to_net_pressure|copycat_pressure|coverage_denial|sales_profit_decline,,price_cut|gross_to_net_pressure|copycat_pressure|insurance_pressure|sales_profit_decline,price|gross_to_net|competition|coverage|scripts,true,false,"GLP-1 price war is a RedTeam gate because TAM can still break when price, insurance, and copycat pressure hit OP/EPS."
GLP1_TELEHEALTH_CHANNEL,BIOTECH_HEALTHCARE_DEVICE,GLP1_TELEHEALTH_CHANNEL,WATCH_YELLOW_FIRST,18,15,5,13,7,0,6,telehealth_glp1_offering|compounded_product|branded_partnership_news,subscriber_growth|branded_drug_attach|legal_settlement|channel_revenue,cac_stable|gross_margin_stable|compliance_clean|fcf_conversion,dtc_glp1_channel_valuation_overheated|channel_event_premium_crowded,fda_crackdown|compounding_ban|legal_cost|revenue_recognition_shock|cac_spike,branded_drug_attach|cac_stable|gross_margin_stable|compliance_clean|fcf_conversion,compounding_crackdown|revenue_recognition|legal_cost|cac|margin_compression,cac|compounding|revenue_recognition|legal_cost,false,false,GLP-1 telehealth channels are separated from drug commercialization because channel economics and compliance can break the thesis.
