target_id,large_sector,canonical_archetype,posture,eps_fcf,structural_visibility,bottleneck_pricing,market_mispricing,valuation,capital_allocation,information_confidence,stage1_signals,stage2_signals,stage3_conditions,stage4b_conditions,stage4c_conditions,green_conditions,red_flags,loop2_penalty_axes,gate_only,production_scoring_changed,normalization_point
EXPORT_RECURRING_CONSUMER,CONSUMER_RETAIL_BRAND,EXPORT_RECURRING_CONSUMER,GREEN_POSSIBLE,22,23,12,16,13,0,5,export_growth|k_food_ramen_viral|capa_expansion|overseas_channel_news,asp_change|us_europe_shipments|op_revision_1q|eps_revision_1q,repeat_orders|channel_sell_through|opm_improvement|fy1_fy2_eps_revision|inventory_stable,k_food_rerating_crowded|single_product_story_overpriced|capacity_expansion_priced,recall_flag|food_safety_flag|country_sales_ban|inventory_growth|channel_stuffing,export_growth|recurring_demand|channel_sell_through|opm_improvement|eps_revision,single_product_dependency|recall_flag|inventory_growth|channel_stuffing,single_product|recall|inventory|channel_stuffing,false,false,"K-food Green stays possible, but sell-through, reorder, OPM, EPS revision, and safety checks must align."
K_BEAUTY_EXPORT_DISTRIBUTION,CONSUMER_RETAIL_BRAND,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,22,23,12,16,13,0,5,us_japan_export_growth|k_beauty_viral|brand_awareness|amazon_sales_growth,sephora_ulta_target_costco_channel|offline_channel_entry|op_eps_revision|us_sales_ratio,sell_through|reorder_signal|opm_improvement|china_dependency_down|receivables_stable,k_beauty_group_overheated|indie_brand_valuation_surge|channel_entry_priced,tariff_flag|inventory_growth|receivables_growth|china_channel_slowdown|sell_through_failure,export_growth|offline_channel_sell_through|reorder_signal|opm_roe_improvement,tariff|china_dependency|inventory_growth|receivables_growth|sell_through_failure,tariff|sell_through|inventory|receivables,false,false,"K-beauty Green needs offline sell-through and repeat orders, not TikTok or channel entry alone."
BEAUTY_OEM_ODM_SUPPLYCHAIN,CONSUMER_RETAIL_BRAND,BEAUTY_OEM_ODM_SUPPLYCHAIN,GREEN_POSSIBLE,22,22,12,15,12,0,5,global_k_beauty_order_growth|brand_customer_growth|production_utilization,customer_diversification|repeat_orders|capacity_utilization|opm_improvement,overseas_customer_diversification|repeat_orders|eps_fcf_bodyweight_change|receivables_stable,beauty_supply_chain_premium_crowded,customer_sell_through_slowdown|inventory_growth|receivables_growth|customer_concentration,customer_diversification|repeat_orders|capacity_utilization|opm_improvement,inventory_growth|receivables_growth|customer_concentration|sell_through_failure,customer_diversification|inventory|receivables,false,false,"Beauty OEM/ODM can be Green-capable, but customer inventory and receivables are hard checks."
RETAIL_CONVENIENCE_OFFLINE,CONSUMER_RETAIL_BRAND,RETAIL_CONVENIENCE_OFFLINE,WATCH_YELLOW_FIRST,18,16,5,13,14,3,5,same_store_sales_growth|pb_mix|store_count|overseas_store,store_profitability|pb_mix_ratio|opm_improvement|fcf_stability,same_store_sales|store_profitability|pb_mix|fcf_stability,store_count_story_crowded|defensive_retail_premium_full,same_store_sales_slowdown|rent_wage_pressure|store_density_competition,same_store_sales|pb_mix|opm_improvement|fcf_stability,store_count_only|rent_pressure|wage_pressure|store_density,sssg|pb_mix|store_profitability,false,false,Convenience retail is Watch-to-Green only when store productivity drives OPM and FCF.
RETAIL_ECOMMERCE_LOGISTICS,CONSUMER_RETAIL_BRAND,RETAIL_ECOMMERCE_LOGISTICS,WATCH_YELLOW_FIRST,17,15,5,12,12,2,5,gmv_growth|logistics_network_expansion|customer_count_growth,logistics_cost_ratio_down|opm_improvement|fcf_improvement,repeat_customers|cost_leverage|low_regulatory_risk|low_data_security_risk,scale_narrative_crowded|fcf_ignored,data_breach|supplier_regulation|payment_delay|logistics_cost_increase|fcf_deterioration,repeat_customer_base|logistics_efficiency|fcf_improvement|trust_and_regulation_clean,data_breach|supplier_pressure|payment_delay|trust_damage|regulatory_investigation,data_security|supplier_regulation|logistics_cost|fcf,false,false,"E-commerce scale is not Green evidence unless unit economics, FCF, security, and supplier regulation are clean."
ECOMMERCE_FRESH_LOGISTICS,CONSUMER_RETAIL_BRAND,ECOMMERCE_FRESH_LOGISTICS,WATCH_YELLOW_FIRST,17,14,6,12,10,1,5,fresh_food_delivery_growth|cold_chain_expansion|repeat_order_growth|ipo_expectation,unit_economics_improvement|waste_rate_control|delivery_cost_control|op_turnaround,repeat_order|cold_chain_efficiency|op_fcf_turnaround|low_waste_rate,fresh_logistics_growth_story_crowded|listing_expectation_premium,delivery_cost_increase|waste_rate_spike|delayed_profitability|cash_burn,unit_economics|repeat_orders|waste_rate_control|fcf_path,cash_burn|waste_rate|delivery_cost|profitability_delay,waste_rate|delivery_cost|cash_burn,false,false,Fresh e-commerce must prove unit economics and waste control; GMV or listing hopes are Stage 1 only.
APPAREL_FAST_FASHION_BRAND_OEM,CONSUMER_RETAIL_BRAND,APPAREL_FAST_FASHION_BRAND_OEM,WATCH_YELLOW_FIRST,17,15,8,13,11,0,5,brand_momentum|fast_fashion_growth|oem_order_growth|overseas_channel,inventory_turnover|discount_rate_control|order_visibility|opm_improvement,repeat_orders|inventory_turnover|brand_pricing_power|fcf_improvement,fashion_brand_hype_crowded|fast_fashion_growth_priced,ip_litigation|product_safety_regulation|supplier_exclusivity_dispute|inventory_markdown|customs_scrutiny,order_visibility|inventory_turnover|discount_rate_control|opm_improvement,ip_litigation|product_safety|supplier_exclusivity|inventory_markdown|customs_scrutiny,inventory|ip_litigation|product_safety|customs,false,false,"Apparel and fast fashion are Watch: inventory, markdown, IP, safety, and customs can break the thesis."
HOME_LIVING_APPLIANCE_RENTAL,CONSUMER_RETAIL_BRAND,HOME_LIVING_APPLIANCE_RENTAL,WATCH_YELLOW_FIRST,18,16,6,12,11,2,5,rental_accounts_growth|overseas_accounts_growth|new_product_launch,rental_churn_stable|filter_service_revenue|recurring_service_revenue_ratio|opm_fcf_improvement,recurring_revenue_over_hardware_cycle|low_churn|service_margin|fcf_improvement,rental_account_growth_crowded,replacement_demand_slowdown|hardware_sales_ratio_high|housing_cycle_down|dividend_suspension,rental_accounts|churn_stable|recurring_service_revenue|fcf_improvement,hardware_cycle|housing_cycle|consumer_sentiment|dividend_suspension|churn_rise,rental_accounts|churn|service_revenue|hardware_cycle,false,false,"Home appliance Green needs rental/service recurring economics, not hardware replacement sales."
HOME_CHILD_EDUCATION,CONSUMER_RETAIL_BRAND,HOME_CHILD_EDUCATION,REDTEAM_FIRST,15,11,5,10,8,0,5,kids_product_growth|education_or_childcare_theme|household_product_news,recurring_demand|channel_expansion|opm_improvement,subscription_or_repeat_purchase|policy_risk_low|fcf_path,kids_theme_crowded,low_birth_rate_tam_decline|policy_regulation|one_off_product_cycle|inventory_growth,recurring_demand|channel_expansion|opm_improvement,low_birth_rate|tam_decline|policy_regulation|inventory_growth,birth_rate|tam|policy|inventory,false,false,Kids/home education is RedTeam-first because demographics and TAM can cap the rerating.
CONSUMER_REGULATED_PRODUCT,CONSUMER_RETAIL_BRAND,CONSUMER_REGULATED_PRODUCT,WATCH_YELLOW_FIRST,18,14,8,12,10,0,5,regulated_consumer_product_approval|new_market_access|policy_change,legal_revenue|distribution_approval|margin_visibility,regulated_market_open|repeat_revenue|low_social_backlash,regulated_product_theme_crowded,license_reversal|social_backlash|product_safety_issue|regulatory_ban,legal_revenue|approval|repeat_revenue|margin_visibility,regulatory_ban|social_backlash|product_safety_issue,approval|public_health|regulatory_ban,false,false,Regulated consumer products stay Watch until approval becomes legal recurring revenue.
