target_id,large_sector,canonical_archetype,posture,eps_fcf,structural_visibility,bottleneck_pricing,market_mispricing,valuation,capital_allocation,information_confidence,stage1_signals,stage2_signals,stage3_conditions,stage4b_conditions,stage4c_conditions,green_conditions,red_flags,loop3_penalty_axes,gate_only,production_scoring_changed,normalization_point
BATTERY_MATERIALS_CAPEX_OVERHEAT,BATTERY_EV_GREEN,BATTERY_MATERIALS_CAPEX_OVERHEAT,REDTEAM_FIRST,17,12,12,8,7,0,5,ev_growth_narrative|long_term_supply_contract|capa_expansion_news,real_contract|price_margin_improvement|op_eps_revision|line_utilization,long_term_contract|price_pass_through|fcf_after_capex|demand_visibility,per_pbr_overheat|capa_race|target_price_crowding,ev_demand_slowdown|raw_material_price_drop|capa_overbuild|customer_contract_cancelled|plant_idle,contract_quality|price_pass_through|fcf_after_capex|demand_visibility,ev_demand_slowdown|capa_overbuild|lithium_price_crash|customer_contract_cancelled|plant_idle,ev_demand_slowdown|capa_overbuild|contract_cancellation|mineral_price,false,false,Loop 3 lowers battery-material scores because EV CAPA and contracts can quickly become 4C.
BATTERY_EQUIPMENT_PARTS,BATTERY_EV_GREEN,BATTERY_EQUIPMENT_PARTS,WATCH_YELLOW_FIRST,19,16,11,11,9,0,5,battery_equipment_order|cell_customer_capex|delivery_schedule_keyword,customer_order|delivery_schedule|margin_visibility|revenue_conversion,order_to_revenue_conversion|customer_diversification|op_eps_revision,equipment_capex_cycle_crowded|cell_capex_peak,customer_capex_cut|delivery_delay|margin_miss|single_customer|ev_line_idle,customer_order|delivery_schedule|margin_visibility|op_eps_revision,customer_capex_cut|delivery_delay|single_customer|ev_line_idle,customer_capex_cut|delivery_delay|ev_line_idle,false,false,"Battery equipment is Watch-to-Green only when CAPEX becomes delivery, revenue, and margin."
BATTERY_RECYCLING_ESS_SHIFT,BATTERY_EV_GREEN,BATTERY_RECYCLING_ESS_SHIFT,WATCH_YELLOW_FIRST,20,18,14,11,10,0,5,battery_recycling|second_life_battery|black_mass|recycling_policy,recycling_volume|metal_recovery_revenue|customer_contract|ess_use_case,recurring_recycling_fcf|second_life_revenue|soh_validation|customer_diversification,recycling_premium_overheat|critical_minerals_narrative_crowded,recycling_volume_shortfall|soh_validation_failure|metal_price_drop|second_life_margin_miss,recycling_volume|metal_recovery_revenue|customer_contract|soh_validation|recurring_fcf,contract_value_missing|recycling_volume_shortfall|metal_price_drop|soh_unreliable,recycling_volume|soh_validation|metal_price|contract_value_missing,false,false,Recycling/second-life stays Watch-to-Green but now requires SOH and grading-cost validation.
ESS_LFP_GRID_STORAGE,BATTERY_EV_GREEN,ESS_LFP_GRID_STORAGE,GREEN_POSSIBLE,22,21,15,12,11,0,5,ess_shift|lfp_ess_production|north_america_ess_demand|grid_storage,ess_customer_contract|ess_contract_value|ess_contract_duration|ess_contract_volume_gwh|production_factory,ess_revenue_growth|ess_opm|fcf_conversion|customer_diversification,ess_narrative_crowded|lfp_ess_related_rally,ess_margin_miss|lfp_competition|customer_demand_slowdown|subsidy_or_tariff_damage,ess_contract_value|ess_contract_duration|customer|gwh_volume|ess_margin|fcf_conversion,contract_value_missing|ess_margin_unverified|customer_concentration|subsidy_dependency,ess_margin|lfp_competition|customer_concentration|subsidy,false,false,"ESS LFP grid storage is split out because value, duration, customer, and GWh can make a cleaner Stage 2/3 path."
EV_INFRASTRUCTURE,BATTERY_EV_GREEN,EV_INFRASTRUCTURE,WATCH_YELLOW_FIRST,16,13,7,10,8,0,5,charging_station|fast_charging|ev_infrastructure_policy,utilization|recurring_revenue|subsidy_visibility,profitable_utilization|repeat_revenue|subsidy_independent_margin,ev_charging_theme_crowded,low_utilization|subsidy_cut|fire_regulation|maintenance_cost,utilization|recurring_revenue|profitability,low_utilization|subsidy_dependency|fire_regulation,utilization|fire_regulation|subsidy_dependency,false,false,"EV infrastructure needs utilization and unit economics, not charger-count headlines."
HYDROGEN_FUEL_CELL_INFRA,BATTERY_EV_GREEN,HYDROGEN_FUEL_CELL_INFRA,WATCH_YELLOW_FIRST,18,18,12,12,10,0,5,hydrogen_factory_groundbreaking|hydrogen_policy|electrolyzer_or_fuel_cell_capex,customer_or_demand_source|production_capacity|delivery_contract|plant_completion_date,utilization|op_eps_conversion|subsidy_independent_economics,hydrogen_theme_overheat,subsidy_cut|customer_absent|low_utilization|project_delay,customer_demand|production_capacity|utilization|op_eps_conversion,subsidy_dependency|customer_absent|low_utilization,customer_absent|utilization|subsidy_dependency|infrastructure_gap,false,false,"Hydrogen CAPEX can reach Stage 2, but Green needs customers, utilization, and OP conversion."
SOLAR_TARIFF_SUPPLYCHAIN,BATTERY_EV_GREEN,SOLAR_TARIFF_SUPPLYCHAIN,REDTEAM_FIRST,16,13,11,9,7,0,5,solar_factory|us_factory|subsidy_policy,utilization|customer_contract|supply_chain_stable|op_turnaround,subsidy_independent_fcf|supply_chain_clean|margin_visible,solar_us_manufacturing_narrative_crowded|subsidy_premium,tariff_risk|customs_detention|uflpa_detention|feoc_risk|worker_furlough|component_delay,utilization|customer_contract|supply_chain_stable|fcf_margin,tariff_risk|customs_detention|uflpa_detention|subsidy_dependency|feoc_risk,customs|tariff|uflpa|feoc|supply_chain_disruption,false,false,Solar stays RedTeam-first because subsidy and US manufacturing can break on customs or supply-chain detention.
RENEWABLE_ENERGY_POLICY,BATTERY_EV_GREEN,RENEWABLE_ENERGY_POLICY,WATCH_YELLOW_FIRST,16,13,9,9,7,0,5,wind_project|renewable_policy|ppa_or_project_news,permitted_project|funding_visible|cost_schedule_visible|construction_start,project_economics|op_eps_conversion|cost_controlled|repeat_project_backlog,renewable_policy_crowded|project_premium,impairment|project_delay|financing_cost_increase|foundation_cost|cost_overrun,permitting|funding|cost_schedule|margin_visibility,permitting_delay|financing_cost|cost_overrun|impairment,rates|cost_overrun|permitting|impairment,false,false,"Wind/PPA policy stories remain Watch until project economics survive rates, permits, and foundation costs."
WASTE_RECYCLING_ENVIRONMENT,BATTERY_EV_GREEN,WASTE_RECYCLING_ENVIRONMENT,GREEN_POSSIBLE,18,22,15,13,12,3,5,waste_treatment_platform|permit_value|plastic_recycling|waste_to_energy,treatment_volume|long_term_contract|utilization|fcf_visible,permit_asset|recurring_fcf|valuation_frame_change|mna_value_support,waste_mna_premium_crowded|permit_value_fully_priced,utilization_drop|capex_burden|metal_price_drop|regulatory_cost,permit_asset|treatment_volume|utilization|recurring_fcf,utilization_drop|capex_burden|commodity_recycling_price_drop,utilization|capex|metal_price|regulatory_cost,false,false,"Waste treatment remains the clearest R3 Green-capable axis when permits, volume, and recurring FCF are proven."
CARBON_CREDIT_CBAM_COMPLIANCE,BATTERY_EV_GREEN,CARBON_CREDIT_CBAM_COMPLIANCE,WATCH_YELLOW_FIRST,14,17,10,12,8,2,6,eu_ets_or_cbam_policy|carbon_accounting|compliance_monitoring,carbon_accounting_revenue|verification_revenue|low_carbon_product_premium,recurring_compliance_revenue|cost_pass_through|industrial_customer_base,carbon_price_theme_crowded,carbon_price_drop|free_allowance_expansion|greenwashing_risk|policy_delay,recurring_revenue|verification_customer|cost_pass_through,carbon_price_volatility|greenwashing|policy_reversal,policy_reform|carbon_price|greenwashing,false,false,Carbon price is not enough; compliance revenue and cost pass-through are the stronger route.
