target_id,large_sector,canonical_archetype,posture,eps_fcf,structural_visibility,bottleneck_pricing,market_mispricing,valuation,capital_allocation,information_confidence,stage1_signals,stage2_signals,stage3_conditions,stage4b_conditions,stage4c_conditions,green_conditions,red_flags,loop7_penalty_axes,gate_only,production_scoring_changed,normalization_point
EXPORT_RECURRING_CONSUMER,CONSUMER_RETAIL_BRAND,EXPORT_RECURRING_CONSUMER,GREEN_POSSIBLE,23,22,18,10,8,10,9,k_food_export_growth|ramen_viral|capa_expansion|overseas_channel_news,asp_change|us_europe_shipments|op_revision_1q|eps_revision_1q,repeat_orders|channel_sell_through|opm_improvement|fy1_fy2_eps_revision|inventory_stable,k_food_rerating_crowded|target_price_revision_crowded|capacity_expansion_priced,recall_flag|country_sales_ban|foreign_inventory_growth|channel_stuffing|single_product_demand_fatigue,export_growth|recurring_demand|channel_sell_through|reorder_signal|opm_improvement|eps_revision,single_product_dependency|recall_flag|foreign_inventory_growth|channel_stuffing,single_product|recall|foreign_inventory|channel_stuffing,false,false,"K-food Green stays possible, but export, ASP, OPM, reorder, inventory, and safety checks must align."
K_FOOD_SINGLE_HERO_PRODUCT,CONSUMER_RETAIL_BRAND,K_FOOD_SINGLE_HERO_PRODUCT,WATCH_YELLOW_FIRST,23,20,16,10,7,8,9,hero_product_viral|spicy_challenge|export_growth|single_sku_awareness,asp_change|sku_expansion|capa_expansion|op_eps_revision,multi_sku_portfolio|multi_country_sell_through|repeat_purchase|opm_improvement,hero_product_narrative_overheated|single_product_story_crowded,country_recall|food_safety_issue|single_product_demand_fatigue|foreign_inventory_growth,sku_expansion|multi_country_sell_through|repeat_purchase|opm_improvement,single_product_revenue_ratio_high|recall_flag|viral_challenge_safety|foreign_inventory_growth,hero_product_dependency|recall|viral_safety|foreign_inventory,false,false,"Hero products can create Stage 2, but Stage 3 needs repeat portfolio evidence and safety guardrails."
K_FOOD_GLOBAL_PORTFOLIO_EXPANSION,CONSUMER_RETAIL_BRAND,K_FOOD_GLOBAL_PORTFOLIO_EXPANSION,WATCH_YELLOW_FIRST,23,22,18,10,8,10,9,k_food_export_growth|sku_expansion|multi_country_channel|capa_expansion,multi_sku_sales|multi_country_shipments|op_eps_revision|channel_diversification,portfolio_repeat_purchase|multi_country_sell_through|opm_improvement|inventory_stable,global_k_food_portfolio_story_crowded|capa_expansion_priced,sku_expansion_failure|foreign_inventory_growth|capa_overbuild|food_safety_issue,multi_sku_sales|multi_country_sell_through|repeat_purchase|opm_improvement|inventory_stable,single_product_dependency|foreign_inventory_growth|capa_overbuild|food_safety_issue,sku_expansion|foreign_inventory|capa|food_safety,false,false,"Global K-food portfolio evidence is stronger than one viral product, but sell-through and inventory still decide quality."
K_FOOD_VIRAL_BRAND_CULTURE,CONSUMER_RETAIL_BRAND,K_FOOD_VIRAL_BRAND_CULTURE,WATCH_YELLOW_FIRST,14,12,8,8,5,5,9,viral_campaign|spicy_challenge|creator_content|social_media_awareness,viral_to_sales_conversion|repeat_purchase_signal|opm_check|channel_expansion,sell_through|reorder_signal|opm_improvement|multi_channel_repeat_purchase,viral_narrative_overpriced|single_campaign_story_crowded,viral_fade|single_campaign_failure|discount_promotion_margin_break|food_safety_issue,sell_through|reorder_signal|opm_improvement|repeat_purchase,viral_fade|single_campaign_dependency|discount_promotion|food_safety_issue,viral_fade|single_campaign|reorder_unverified|discount,false,false,"Viral culture is Stage 1 routing evidence until sell-through, reorder, and OPM prove recurrence."
K_BEAUTY_EXPORT_DISTRIBUTION,CONSUMER_RETAIL_BRAND,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,23,22,18,10,8,10,9,us_japan_europe_export_growth|k_beauty_viral|brand_awareness|ecommerce_sales_growth,sephora_ulta_target_costco_channel|offline_channel_entry|online_sales_growth|op_eps_revision,sell_through|reorder_signal|opm_fcf_improvement|china_dependency_down|inventory_receivables_stable,k_beauty_group_overheated|channel_entry_priced|indie_brand_valuation_surge,tariff_flag|import_review|offline_sell_through_failure|inventory_growth|receivables_growth|china_channel_slowdown,export_growth|offline_channel_sell_through|reorder_signal|opm_roe_improvement|inventory_receivables_stable,tariff|china_dependency|sell_through_failure|inventory_growth|receivables_growth,tariff|sell_through|inventory|receivables|china_slowdown,false,false,"K-beauty Green needs offline sell-through and repeat orders, not TikTok or channel entry alone."
K_BEAUTY_OFFLINE_SELL_THROUGH,CONSUMER_RETAIL_BRAND,K_BEAUTY_OFFLINE_SELL_THROUGH,WATCH_YELLOW_FIRST,22,22,18,10,8,10,9,offline_channel_negotiation|amazon_tiktok_sales|online_viral|us_retailer_entry,sephora_ulta_target_costco_entry|store_count|initial_shipment|offline_channel_entry,offline_sell_through|reorder_signal|store_expansion|inventory_receivables_stable,channel_entry_priced_before_reorder|k_beauty_offline_story_crowded,reorder_absent|inventory_growth|receivables_growth|discount_clearance,offline_sell_through|reorder_signal|store_expansion|inventory_receivables_stable,reorder_absent|inventory_growth|receivables_growth|discount_clearance,sell_through|reorder|inventory|receivables|discount,false,false,Offline channel entry is Stage 2; sell-through and reorder are the Stage 3 proof.
K_BEAUTY_RETAIL_PLATFORM,CONSUMER_RETAIL_BRAND,K_BEAUTY_RETAIL_PLATFORM,WATCH_YELLOW_FIRST,21,21,17,10,8,10,9,olive_young_us_entry|sephora_ulta_kbeauty_sourcing|curated_channel_expansion|indie_brand_discovery,store_count|brand_onboarding|initial_sales|online_to_offline_conversion,store_level_sell_through|reorder_signal|inventory_stable|opm_fcf_improvement,platform_premium_crowded|store_expansion_priced_before_unit_economics|online_viral_auto_translated_to_reorder,store_economics_weak|inventory_growth|brand_churn|channel_conflict|receivables_growth,store_level_sell_through|reorder_signal|inventory_stable|opm_fcf_improvement,store_economics_weak|inventory_growth|brand_churn|channel_conflict|receivables_growth,store_economics|inventory|brand_churn|channel_conflict|sell_through,false,false,"K-beauty retail platform evidence is Stage 1-2 until store-level sell-through, reorder, inventory, and FCF are visible."
K_BEAUTY_TARIFF_IMPORT_REVIEW,CONSUMER_RETAIL_BRAND,K_BEAUTY_TARIFF_IMPORT_REVIEW,REDTEAM_FIRST,gate,gate,gate,gate,gate,gate,gate,tariff|import_review|fda_import_review|retailer_stockpiling,tariff_import_risk_detected,not_applicable_gate_only,k_beauty_tariff_risk_ignored,tariff_flag|import_delay|price_increase_failed|gross_margin_buffer_weak|consumer_purchase_pause,,tariff|import_review|fda_import_review|gross_margin_buffer_weak|price_increase_failed,tariff|import_review|price_increase|gross_margin_buffer,true,false,"K-beauty export growth must pass tariff, import-review, price-increase, and gross-margin-buffer checks."
BEAUTY_DEVICE_EXPORT,CONSUMER_RETAIL_BRAND,BEAUTY_DEVICE_EXPORT,GREEN_POSSIBLE,23,22,16,10,6,8,9,beauty_device_viral|tiktok_sales|influencer_endorsement|device_awareness,device_unit_sales|amazon_tiktok_shop_sales|offline_channel_entry|overseas_sales_ratio,device_asp_stable|repeat_skincare_consumables|device_margin|opm_improvement,beauty_device_narrative_overheated|share_price_multiple_expansion|celebrity_endorsement_crowded,device_competition|safety_regulatory_issue|tariff|hero_product_fatigue,device_unit_sales|device_asp|device_margin|repeat_consumables|opm_improvement,device_competition|safety_regulatory_issue|tariff|hero_product_dependency,4b_crowding|device_competition|regulation|tariff,false,false,"Beauty devices can be strong, but device ASP, unit sales, safety, and 4B risk must be checked."
BEAUTY_DEVICE_AFFILIATE_COMMERCE,CONSUMER_RETAIL_BRAND,BEAUTY_DEVICE_AFFILIATE_COMMERCE,WATCH_YELLOW_FIRST,20,20,14,9,6,8,9,tiktok_affiliate|creator_network|prime_day_sales|viral_review,actual_commerce_sales|creator_conversion|store_rollout|affiliate_revenue,affiliate_cac_stable|discount_rate_stable|reorder_signal|opm_improvement,tiktok_amazon_sales_number_overpriced|affiliate_story_crowded,creator_roi_down|discount_rate_increase|viral_fade|channel_inventory_build,affiliate_cac_stable|discount_rate_stable|reorder_signal|opm_improvement,affiliate_cac_spike|discount_rate_increase|creator_dependency|viral_fade|channel_inventory_build,cac|discount|creator_dependency|viral_fade|inventory,false,false,"Affiliate commerce can route candidates, but CAC, discounts, creator reliance, and reorder decide margin quality."
BEAUTY_DEVICE_REGULATORY_SAFETY,CONSUMER_RETAIL_BRAND,BEAUTY_DEVICE_REGULATORY_SAFETY,REDTEAM_FIRST,gate,gate,gate,gate,gate,gate,gate,device_safety_claim|medical_grade_claim|electrical_device_claim|country_regulation,regulatory_safety_risk_detected,not_applicable_gate_only,safety_or_clinical_claim_underpriced,medical_device_regulatory_risk|safety_claim_challenge|country_sales_restriction|product_liability,,medical_device_regulatory_risk|safety_claim_challenge|country_sales_restriction|product_liability,device_safety|medical_claim|country_regulation,true,false,"Beauty devices need safety and regulatory gates when electrical, medical-grade, or clinical claims appear."
BEAUTY_OEM_ODM_SUPPLYCHAIN,CONSUMER_RETAIL_BRAND,BEAUTY_OEM_ODM_SUPPLYCHAIN,GREEN_POSSIBLE,22,20,16,10,8,10,9,global_k_beauty_order_growth|brand_customer_growth|production_utilization,customer_diversification|repeat_orders|capacity_utilization|opm_improvement,overseas_customer_diversification|repeat_orders|eps_fcf_bodyweight_change|receivables_stable,beauty_supply_chain_premium_crowded,customer_sell_through_slowdown|inventory_growth|receivables_growth|customer_concentration,customer_diversification|repeat_orders|capacity_utilization|opm_improvement|receivables_stable,inventory_growth|receivables_growth|customer_concentration|sell_through_failure,customer_diversification|inventory|receivables|brand_sell_through,false,false,"Beauty OEM/ODM can be Green-capable, but customer inventory and receivables are hard checks."
