target_id,large_sector,canonical_archetype,posture,eps_fcf,structural_visibility,bottleneck_pricing,market_mispricing,valuation,capital_allocation,information_confidence,stage1_signals,stage2_signals,stage3_conditions,stage4b_conditions,stage4c_conditions,green_conditions,red_flags,loop6_penalty_axes,gate_only,production_scoring_changed,normalization_point
CONSTRUCTION_REAL_ESTATE_CREDIT,CONSTRUCTION_REAL_ESTATE_MATERIALS,CONSTRUCTION_REAL_ESTATE_CREDIT,REDTEAM_FIRST,12,8,5,11,7,0,5,pf_support|rate_cut_expectation|property_recovery_news|backlog_headline,refinancing_success|unsold_inventory_decline|cash_flow_improvement|construction_cost_ratio_stable,pf_risk_reduced|eps_fcf_recovery|cash_conversion_improves|valuation_frame_change,pf_relief_rally_crowded|support_news_priced_before_restructuring,pf_delinquency_increase|bridge_loan_rollover_failure|debt_workout|impairment|cost_ratio_spike,refinancing_success|cash_flow_improvement|unsold_inventory_decline|cost_ratio_stable,pf_exposure|unsold_inventory|refinancing|construction_cost_ratio|debt_workout,pf|unsold_inventory|refinancing|cost_ratio|cash_conversion,false,false,"Backlog is secondary; PF exposure, refinancing, cash conversion, and cost ratio decide R10 credit quality."
PF_RESTRUCTURING_RELIEF,CONSTRUCTION_REAL_ESTATE_MATERIALS,PF_RESTRUCTURING_RELIEF,WATCH_YELLOW_FIRST,10,8,4,10,7,0,5,government_pf_support|guarantee_expansion|market_stabilizing_fund,profitable_project_refinanced|bridge_to_main_pf_conversion|bad_project_separated,cash_conversion_improves|cost_ratio_stable|pf_exposure_declines,relief_rally_before_restructuring|policy_support_priced_as_recovery,delinquency_rises_after_support|workout|impairment|unprofitable_project_restructuring,refinancing_success_flag|pf_exposure_reduction|cash_conversion_improvement,policy_support_only|unprofitable_project|bridge_loan|delinquency,policy_relief|refinancing|cash_conversion|project_profitability,false,false,PF policy support is Stage 1 relief until individual refinancing and cash-flow repair are proven.
PF_SYNDICATED_LOAN_SOFT_LANDING,CONSTRUCTION_REAL_ESTATE_MATERIALS,PF_SYNDICATED_LOAN_SOFT_LANDING,WATCH_YELLOW_FIRST,11,9,4,10,7,0,5,syndicated_loan|pf_support|guarantee_expansion|profitable_project_rescue,syndicated_loan_amount|refinancing_success_flag|profitable_project_flag|bad_project_separated,pf_exposure_declines|cash_conversion_improves|cost_ratio_stable|unprofitable_project_restructured,soft_landing_priced_before_project_separation|syndicated_loan_headline_priced_as_recovery,delinquency_rises_after_support|bridge_loan_rollover_failure|workout|impairment|unprofitable_project_restructuring_delay,refinancing_success_flag|pf_exposure_reduction|cash_conversion_improvement|cost_ratio_stable,policy_support_only|unprofitable_project|bridge_loan|delinquency|workout,policy_relief|refinancing|cash_conversion|project_profitability,false,false,"Syndicated PF loans can soften credit stress, but Green requires project-level refinancing, PF exposure decline, and cash conversion."
RESIDENTIAL_HOUSING_CYCLE,CONSTRUCTION_REAL_ESTATE_MATERIALS,RESIDENTIAL_HOUSING_CYCLE,WATCH_YELLOW_FIRST,15,12,5,12,9,1,5,housing_recovery|rate_cut_expectation|presale_recovery,unsold_inventory_decline|starts_recovery|cost_ratio_stable,cash_flow_recovery|eps_fcf_recovery|credit_risk_low,housing_cycle_rally_crowded,unsold_inventory_increase|household_debt_stress|starts_decline|rate_shock,unsold_inventory_decline|cost_ratio_stable|cash_flow_recovery|credit_risk_low,unsold_inventory|household_debt|rate|construction_cost|starts_decline,unsold_inventory|household_debt|starts|rate|cost_ratio,false,false,"Housing-cycle improvement is Watch until inventory, cost, and cash conversion are visible."
REIT_DEVELOPMENT_TRUST,CONSTRUCTION_REAL_ESTATE_MATERIALS,REIT_DEVELOPMENT_TRUST,WATCH_YELLOW_FIRST,15,16,5,13,11,5,5,rate_cut_expectation|dividend_yield|nav_discount,occupancy|noi_affo|dividend_coverage|ltv_stable,affo_growth|dividend_sustainability|nav_discount_narrowing,high_yield_reit_rally_crowded|rate_cut_priced,vacancy_increase|ltv_deterioration|refinancing_failure|dividend_cut,occupancy|noi_affo|dividend_coverage|ltv_stable|funding_cost_controlled,vacancy|ltv|refinancing|dividend_cut|funding_cost,occupancy|noi_affo|ltv|funding_cost|dividend_coverage,false,false,"REIT/development-trust cases need asset cash flow and dividend coverage, not yield alone."
COMMERCIAL_REAL_ESTATE_CREDIT,CONSTRUCTION_REAL_ESTATE_MATERIALS,COMMERCIAL_REAL_ESTATE_CREDIT,REDTEAM_FIRST,10,7,4,11,6,0,5,office_recovery_news|cre_credit_relief|rate_cut_expectation,vacancy_stabilization|credit_loss_reserve_stable|dividend_coverage,loan_quality_recovery|occupancy_recovery|dividend_sustainability,cre_relief_rally_before_credit_repair|yield_chase_crowded,office_vacancy|watchlisted_or_impaired_loan|credit_loss_reserve|dividend_cut,vacancy_stabilization|loan_quality_recovery|dividend_coverage,office_exposure|vacancy|impaired_asset|credit_loss_reserve|dividend_cut,office_vacancy|impaired_loans|credit_reserve|dividend_cut,false,false,Commercial real-estate credit is RedTeam-first because vacancy and loan losses can break yield stories.
DATA_CENTER_REIT_INFRASTRUCTURE,CONSTRUCTION_REAL_ESTATE_MATERIALS,DATA_CENTER_REIT_INFRASTRUCTURE,GREEN_POSSIBLE,18,22,18,13,11,5,5,ai_data_center_reit_ipo|hyperscale_demand|asset_pipeline,asset_acquisition|binding_tenant_lease|power_cooling_water_secured|noi_affo,affo_growth|dividend_coverage|tenant_contract_quality|funding_cost_controlled,ai_infrastructure_reit_valuation_crowded|capex_pipeline_priced_before_cashflow,no_acquired_assets|no_tenant|no_affo|power_or_water_permitting_failure|funding_cost_up,asset_acquisition|hyperscale_tenant|noi_affo|dividend_coverage|power_water_secured,no_assets|tenant_concentration|capex|funding_cost|power_water_permitting,asset|tenant|noi_affo|power_water|funding_cost,false,false,"Data-center REIT Green requires assets, tenant lease, power/water, NOI/AFFO, and dividend coverage."
DATA_CENTER_REIT_IPO_NO_ASSET,CONSTRUCTION_REAL_ESTATE_MATERIALS,DATA_CENTER_REIT_IPO_NO_ASSET,WATCH_YELLOW_FIRST,11,12,13,12,7,1,5,ai_data_center_ipo|sponsor_track_record|acquisition_pipeline,asset_acquired_flag|binding_tenant_lease|power_water_secured|noi_affo_visible,noi_affo|dividend_coverage|tenant_contract_quality|asset_cashflow_proven,ai_infrastructure_ipo_window_crowded|sponsor_premium_priced_without_assets,no_acquired_assets|tenant_lease_missing|no_affo|funding_cost_up|ipo_discount_or_flat_debut,asset_acquired_flag|binding_lease_flag|noi_affo|power_water_secured,no_asset|no_tenant|no_affo|sponsor_premium|funding_cost,asset|tenant|noi_affo|sponsor_premium,false,false,AI data-center REIT IPOs without acquired assets or binding tenant leases stay Watch; sponsor premium is not cash flow.
DATA_CENTER_SPONSOR_PREMIUM_PIPELINE,CONSTRUCTION_REAL_ESTATE_MATERIALS,DATA_CENTER_SPONSOR_PREMIUM_PIPELINE,WATCH_YELLOW_FIRST,12,13,13,12,8,1,5,sponsor_track_record|acquisition_pipeline|ai_data_center_ipo|asset_pipeline,asset_acquired_flag|binding_tenant_lease|noi_affo_visible|power_water_secured,asset_cashflow_proven|tenant_contract_quality|dividend_coverage|affo_growth,sponsor_premium_priced_without_assets|pipeline_priced_as_current_cashflow,no_acquired_assets|tenant_lease_missing|no_affo|funding_cost_up|pipeline_execution_delay,asset_acquired_flag|binding_lease_flag|noi_affo|power_water_secured,sponsor_premium|no_asset|no_tenant|no_affo|execution_delay,sponsor|pipeline|asset|tenant|noi_affo,false,false,"Sponsor premium and acquisition pipeline are Stage 1/2 evidence only; assets, tenant leases, and NOI/AFFO must be verified."
AI_DATA_CENTER_POWER_CAMPUS,CONSTRUCTION_REAL_ESTATE_MATERIALS,AI_DATA_CENTER_POWER_CAMPUS,WATCH_YELLOW_FIRST,13,15,18,13,7,2,5,ai_power_campus|planned_power_gw|dedicated_power_plan|nuclear_gas_solar_power_plan,binding_tenant_lease|planned_power_delivery_year|power_secured|permitting|financing_secured,revenue_start|noi_affo|tenant_contract_quality|power_delivery_on_schedule|financing_stability,ai_power_campus_valuation_crowded|long_dated_power_priced_today,no_tenant|power_delivery_delay|water_permitting_delay|funding_gap|single_site_concentration|non_binding_loi,binding_tenant_lease|power_secured|water_permitting_secured|revenue_start|noi_affo,no_tenant|non_binding_loi|power_delivery_delay|water_permitting|funding_gap,tenant|power_delivery|water|permitting|funding,false,false,"AI power campuses get bottleneck credit only after binding tenants, power delivery, water/permitting, financing, and revenue are source-backed."
