field,required_for_round150_backfill
case_id,true
symbol,true
company_name,true
primary_archetype,true
secondary_archetypes,true
stage1_date,true
stage2_date,true
stage3_date,true
stage4b_date,true
stage4c_date,true
stage1_price,true
stage2_price,true
stage3_price,true
stage4b_price,true
stage4c_price,true
peak_price,true
peak_date,true
MFE_30D,true
MFE_90D,true
MFE_180D,true
MFE_1Y,true
MFE_2Y,true
MAE_30D,true
MAE_90D,true
MAE_180D,true
MAE_1Y,true
drawdown_after_peak,true
below_stage2_price_flag,true
below_stage3_price_flag,true
export_sales_growth,true
overseas_sales_ratio,true
us_sales_ratio,true
europe_sales_ratio,true
japan_sales_ratio,true
china_sales_change,true
asp_change,true
volume_growth,true
shipment_growth,true
sell_through_signal,true
reorder_signal,true
channel_entry_flag,true
offline_channel_count,true
store_count,true
store_level_sales,true
store_level_margin,true
amazon_sales_growth,true
tiktok_shop_sales,true
prime_day_sales,true
op_margin_change,true
eps_revision_1q,true
eps_revision_1y,true
fcf_margin,true
inventory_growth,true
receivables_growth,true
channel_stuffing_risk_flag,true
single_product_revenue_ratio,true
hero_product_flag,true
sku_expansion_flag,true
portfolio_expansion_flag,true
country_diversification_score,true
channel_diversification_score,true
recall_flag,true
food_safety_flag,true
country_sales_ban_flag,true
country_sales_ban_reversal_flag,true
capsaicin_or_additive_risk_flag,true
viral_challenge_safety_flag,true
tariff_flag,true
tariff_rate,true
de_minimis_change_flag,true
fda_import_review_flag,true
import_delay_flag,true
gross_margin_buffer,true
price_increase_flag,true
retailer_stockpiling_flag,true
consumer_purchase_pause_flag,true
beauty_device_revenue,true
beauty_device_units_sold,true
beauty_device_margin,true
beauty_device_asp,true
clinical_or_safety_claim_flag,true
medical_device_regulatory_risk_flag,true
device_competition_flag,true
repeat_consumables_revenue,true
device_replacement_cycle,true
affiliate_creator_count,true
creator_commission_rate,true
affiliate_cac,true
roas,true
viral_sales_dependency_flag,true
tiktok_shop_revenue,true
amazon_prime_day_revenue,true
offline_reorder_signal,true
oem_customer_count,true
odm_customer_diversification,true
customer_concentration,true
production_utilization,true
brand_customer_sell_through,true
fast_product_cycle_flag,true
brand_churn_rate,true
sku_overexpansion_flag,true
same_store_sales_growth,true
pb_mix_ratio,true
store_profitability,true
rent_wage_pressure,true
gmv_growth,true
logistics_cost_ratio,true
supplier_regulation_flag,true
payment_delay_flag,true
supplier_pressure_flag,true
retailer_law_violation_flag,true
data_breach_flag,true
affected_customer_count,true
customer_trust_damage_flag,true
security_remediation_cost,true
post_incident_disclosure_risk_flag,true
gross_margin_quality_risk_flag,true
rental_accounts,true
rental_churn,true
recurring_service_revenue_ratio,true
filter_service_revenue,true
hardware_sales_ratio,true
dividend_suspension_flag,true
replacement_demand_indicator,true
housing_turnover_indicator,true
hardware_guidance_cut_flag,true
fcf_guidance_cut_flag,true
inventory_markdown_rate,true
discount_rate,true
ip_litigation_flag,true
product_safety_flag,true
customs_scrutiny_flag,true
copyright_litigation_flag,true
supplier_exclusivity_dispute_flag,true
unsafe_item_removal_count,true
platform_regulatory_investigation_flag,true
dsa_investigation_flag,true
de_minimis_exposure_flag,true
opendart_rcept_no,true
opendart_detail_fetched_flag,true
disclosure_confidence_score,true
detail_parser_confidence,true
disclosure_signal_class,true
routine_disclosure_flag,true
risk_disclosure_flag,true
high_signal_disclosure_flag,true
score_price_alignment,true
price_validation_status,true
review_notes,true
