case_id,target_id,symbol,company_name,market,case_type,canonical_archetype,posture,stage1_date,stage2_date,stage3_date,stage4b_date,stage4c_date,evidence_fields,red_flag_fields,alignment_hint,price_validation_status,production_input,notes
douzone_bizon_eqt_cloud_erp_case,B2B_SAAS_ERP_WORKFLOW,012510,Douzone Bizon EQT cloud ERP case,KR,success_candidate,B2B_SAAS_ERP_WORKFLOW,GREEN_POSSIBLE,,2025-11-07,,,,cloud_erp_transition|b2b_saas_growth|sme_customer_lock_in|operating_improvement_plan,regulatory_approval_needed|arr_unverified|churn_unverified|event_premium_risk,b2b_saas_success_candidate_price_backfill_needed,needs_price_backfill,false,"EQT deal is useful evidence for B2B SaaS/ERP quality, but ARR, churn, OPM, and FCF still gate Green."
palantir_q4_2025_ai_revenue_case,GOVERNMENT_AI_PROGRAM_OF_RECORD,PLTR,Palantir Q4 2025 AI revenue and contract value,US,structural_success,GOVERNMENT_AI_PROGRAM_OF_RECORD,WATCH_YELLOW_FIRST,,2026-02-03,,,,record_revenue|total_contract_value|government_revenue_growth|commercial_revenue_growth|ontology_workflow_flag|program_of_record_flag|auditability_flag|rule_of_40,valuation_saturation|government_customer_risk|political_risk,government_and_commercial_ai_contract_success,needs_price_backfill,false,"AI is treated as structural only because revenue, contract value, government adoption, and commercial workflow evidence are present."
palantir_q1_2026_fastest_growth_case,ENTERPRISE_AI_ONTOLOGY_WORKFLOW,PLTR,Palantir Q1 2026 fastest growth but 4B watch,US,4b_watch,ENTERPRISE_AI_ONTOLOGY_WORKFLOW,GREEN_POSSIBLE,,2026-05-04,,2026-05-04,,revenue_growth_85pct|commercial_revenue_growth|government_revenue_growth|ontology_workflow_flag,after_hours_decline_despite_results|valuation_saturation|ai_software_crowding,ai_software_4b_valuation,needs_price_backfill,false,Strong revenue can still be 4B-watch when multiple expansion is saturated.
akamai_frontier_model_ai_cloud_deal_case,EDGE_AI_CLOUD_INFRASTRUCTURE,AKAM,Akamai frontier model AI cloud infrastructure deal,US,success_candidate,EDGE_AI_CLOUD_INFRASTRUCTURE,WATCH_YELLOW_FIRST,,2026-05-08,,2026-05-08,,edge_cloud_contract_value|edge_cloud_contract_duration_years|frontier_model_customer_flag|cloud_infrastructure_services_revenue,customer_disclosed_flag_missing|cloud_capex_amount_unverified|ai_customer_concentration|cdn_legacy_revenue_change,edge_ai_cloud_contract_aligned_4b_watch,needs_price_backfill,false,"A long AI cloud contract can reframe a legacy CDN business, but margin, capex, customer concentration, and FCF must be checked."
akamai_ai_cloud_revenue_contribution_case,EDGE_AI_CLOUD_INFRASTRUCTURE,AKAM,Akamai AI cloud quarterly revenue contribution estimate,US,success_candidate,EDGE_AI_CLOUD_INFRASTRUCTURE,WATCH_YELLOW_FIRST,,2026-05-13,,2026-05-13,,edge_cloud_contract_value|cloud_infrastructure_services_revenue|revenue_contribution|frontier_model_customer_flag,customer_disclosed_flag_missing|cloud_capex_amount_unverified|margin_unverified|ai_customer_concentration,edge_ai_cloud_revenue_contribution_watch,needs_price_backfill,false,"Estimated quarterly revenue contribution improves Stage 2 evidence, but margin, capex, customer concentration, and FCF still gate promotion."
datadog_q1_2026_ai_observability_case,OBSERVABILITY_AI_OPERATIONS,DDOG,Datadog Q1 2026 AI observability,US,success_candidate,OBSERVABILITY_AI_OPERATIONS,WATCH_YELLOW_FIRST,,2026-05-07,,,,observability_revenue_growth|ai_workload_monitoring|guidance_raise|arr_growth,cloud_optimization_risk|net_retention_unverified|ai_operations_premium_valuation,observability_ai_aligned,needs_price_backfill,false,"Datadog is a Watch-to-Green candidate only if AI workload monitoring converts into ARR, retention, and FCF."
dynatrace_q4_2026_arr_guidance_case,OBSERVABILITY_GUIDANCE_RISK,DT,Dynatrace ARR and guidance risk after earnings beat,US,4c_thesis_break,OBSERVABILITY_GUIDANCE_RISK,REDTEAM_FIRST,,,,,2026-05-13,observability_revenue|earnings_beat|subscription_revenue_growth,arr_miss_flag|guidance_miss_flag|net_new_arr_change|valuation_compression,observability_guidance_failed,needs_price_backfill,false,"Observability evidence can be real, but ARR/guidance weakness can still break the price path under premium valuation."
fortinet_q1_2026_security_billings_case,CYBERSECURITY_AI_THREAT_DEMAND,FTNT,Fortinet Q1 2026 security billings,US,success_candidate,CYBERSECURITY_AI_THREAT_DEMAND,WATCH_YELLOW_FIRST,,2026-05-07,,,,security_billings_growth|security_arr_growth|opm_improvement|renewal_strength,outage_risk_unverified|renewal_rate_unverified|security_multiple_crowded,security_billings_aligned_candidate,needs_price_backfill,false,"Security software can be Watch-to-Green when billings, ARR, renewal, and operational trust are visible together."
cisco_ai_infrastructure_orders_case,AI_NETWORKING_SOFTWARE_INFRA_CROSSOVER,CSCO,Cisco AI infrastructure orders and restructuring watch,US,success_candidate,AI_NETWORKING_SOFTWARE_INFRA_CROSSOVER,WATCH_YELLOW_FIRST,,2026-05-13,,,,ai_infrastructure_orders|hyperscaler_ai_orders|data_center_switching_orders|guidance_raise|software_security_mix,restructuring_cost|workforce_reduction|legacy_networking_mix|margin_conversion_unverified,ai_networking_software_infra_crossover_stage2_restructuring_watch,needs_price_backfill,false,"AI networking orders support Stage 2 only when orders convert into software/security mix, revenue, margin, and FCF after restructuring costs."
netflix_ad_tier_250m_case,STREAMING_AD_PLATFORM,NFLX,Netflix ad tier 250m and privacy watch,US,success_candidate,STREAMING_AD_PLATFORM,WATCH_YELLOW_FIRST,,2026-05-13,,,,ad_tier_users|ad_revenue_growth|own_adtech_flag|ad_supported_signup_mix,privacy_lawsuit|dark_pattern_allegation|ad_arpu_unverified,streaming_ad_platform_aligned_privacy_watch,needs_price_backfill,false,"Netflix ad tier can be structural, but privacy/data litigation keeps RedTeam active."
trade_desk_revenue_miss_case,ADTECH_PLATFORM_PREMIUM,TTD,The Trade Desk premium valuation revenue miss,US,4c_thesis_break,ADTECH_PLATFORM_PREMIUM,WATCH_YELLOW_FIRST,,,,,2025-02-13,programmatic_adtech|ctv_growth|retail_media_growth,revenue_miss|premium_valuation_miss|large_drawdown|growth_slowdown,adtech_premium_miss,needs_price_backfill,false,"Ad-tech can be structural, but premium valuation makes revenue or guide misses a 4C watch."
crowdstrike_outage_shareholder_case,SECURITY_OPERATIONAL_TRUST_OVERLAY,CRWD,CrowdStrike outage shareholder case,US,4c_thesis_break,SECURITY_OPERATIONAL_TRUST_OVERLAY,REDTEAM_FIRST,,,,,2024-07-31,security_arr_platform|enterprise_customer_base,global_outage|affected_device_count|shareholder_lawsuit|trust_damage|large_drawdown,security_trust_break_hard_4c,needs_price_backfill,false,Security ARR does not protect Stage 3 if operational trust breaks.
kakao_founder_legal_overhang_case,PLATFORM_GOVERNANCE_LEGAL_RISK,035720,Kakao founder legal overhang and acquittal,KR,4b_watch,PLATFORM_GOVERNANCE_LEGAL_RISK,REDTEAM_FIRST,,2024-07-01,,2025-10-21,,platform_assets|messenger_ecosystem|legal_overhang_resolved_by_acquittal,founder_legal_case|mna_legal_dispute|governance_discount|regulatory_investigation,legal_overhang_watch_resolved_by_acquittal,needs_price_backfill,false,Platform moat is not enough while founder/M&A legal overhang pressures the valuation frame.
roblox_safety_forecast_cut_case,UGC_GAME_PLATFORM_SAFETY,RBLX,Roblox safety measures and forecast cut,US,4c_thesis_break,UGC_GAME_PLATFORM_SAFETY,WATCH_YELLOW_FIRST,,,,,2026-05-01,ugc_game_platform|user_growth,child_safety_regulation|age_verification_friction|bookings_forecast_cut|user_growth_slowdown,ugc_platform_safety_4c,needs_price_backfill,false,UGC game platforms cannot be scored on user scale alone when safety controls cut bookings.
take_two_gta_preorder_rumor_case,SINGLE_IP_RELEASE_EVENT_PREMIUM,TTWO,Take-Two GTA VI preorder rumor,US,event_premium,SINGLE_IP_RELEASE_EVENT_PREMIUM,WATCH_YELLOW_FIRST,,,,2026-05-14,,single_ip_large_title|preorder_event_flag|release_expectation,single_ip_revenue_ratio|bookings_unverified|release_risk,single_ip_event_premium,needs_price_backfill,false,"Preorder rumors can move price, but they are not recurring IP portfolio evidence before bookings and launch quality are visible."
