case_id,target_id,symbol,company_name,market,case_type,canonical_archetype,posture,stage1_date,stage2_date,stage3_date,stage4b_date,stage4c_date,evidence_fields,red_flag_fields,alignment_hint,price_validation_status,production_input,notes
hyundai_hybrid_valueup_case,AUTO_HYBRID_VALUEUP,005380,Hyundai Motor hybrid value-up,KR,success_candidate,AUTO_HYBRID_VALUEUP,GREEN_POSSIBLE,2024-08-28,2024-08-28,,,,hybrid_sales_growth|op_margin_target|buyback_amount|dividend_policy_change|shareholder_return_ratio,tariff_event_flag|peak_margin|recall_flag,auto_valueup_aligned_candidate,needs_price_backfill,false,"Hyundai is a candidate because hybrid mix, OPM target, FCF, and shareholder return are linked."
hyundai_tariff_margin_cut_case,AUTO_MOBILITY_COMPLETED_VEHICLE,005380,Hyundai tariff margin cut and US localization,KR,4b_watch,AUTO_MOBILITY_COMPLETED_VEHICLE,WATCH_YELLOW_FIRST,,2025-09-18,,2025-09-18,,local_production_ratio|hybrid_ev_us_capacity|tariff_response,op_margin_cut_flag|tariff_cost_amount|local_production_capex|us_ramp_up_risk,auto_tariff_margin_watch,needs_price_backfill,false,"US localization may help long term, but tariff-driven OPM target cuts cap valuation rerating."
toyota_hybrid_parts_bottleneck_case,HYBRID_COMPONENT_BOTTLENECK,7203.T,Toyota hybrid parts bottleneck reference,JP,success_candidate,HYBRID_COMPONENT_BOTTLENECK,WATCH_YELLOW_FIRST,,2025-03-31,,2025-03-31,,hybrid_sales_growth|inverter_supply_constraint_flag|magnet_supply_constraint_flag|motor_supply_constraint_flag,customer_concentration|raw_material_cost_change|bottleneck_normalization,hybrid_component_bottleneck_reference,needs_price_backfill,false,"Hybrid parts can be Watch-to-Green only after real delivery, margin, and cost pass-through are confirmed."
avride_hyundai_ioniq5_robotaxi_case,AUTONOMOUS_ROBOTAXI_DEPLOYMENT,005380,Avride Hyundai IONIQ 5 robotaxi partnership,KR,success_candidate,AUTONOMOUS_ROBOTAXI_DEPLOYMENT,WATCH_YELLOW_FIRST,,2025-03-05,,,,robotaxi_partnership|platform_integration_flag|robotaxi_fleet_size|service_area_expansion,safety_record_unverified|unit_economics_unverified|insurance_liability_cost_unverified,robotaxi_deployment_aligned_stage2_candidate,needs_price_backfill,false,"Robotaxi deployment becomes Stage 2 evidence only after service area, fleet, rides, safety, and unit economics are verified."
waymo_flood_recall_robotaxi_case,TRANSPORT_SAFETY_REGULATORY_OVERLAY,GOOGL,Waymo flooded-road robotaxi recall,US,4c_thesis_break,TRANSPORT_SAFETY_REGULATORY_OVERLAY,REDTEAM_FIRST,,,,,2026-05-01,robotaxi_service_area|paid_ride_volume,safety_recall_flag|weather_handling_failure_flag|nhtsa_scrutiny_flag|remote_assistance_cost,robotaxi_safety_4c,needs_price_backfill,false,Robotaxi scale cannot stay Green if safety recall and weather-handling failures break operational trust.
waymo_houston_expansion_case,AUTONOMOUS_ROBOTAXI_DEPLOYMENT,GOOGL,Waymo Houston robotaxi expansion,US,4b_watch,AUTONOMOUS_ROBOTAXI_DEPLOYMENT,WATCH_YELLOW_FIRST,,2026-05-01,,2026-05-01,,robotaxi_service_area|paid_ride_volume|platform_integration_flag,safety_recall_flag|unit_economics_unverified|insurance_liability_cost_unverified,robotaxi_deployment_expansion_safety_watch,needs_price_backfill,false,Deployment expansion remains Watch until ride economics and safety record are proven.
korean_air_asiana_integration_case,AIRLINE_TRAVEL_CYCLE,003490,Korean Air Asiana integration,KR,cyclical_success,AIRLINE_TRAVEL_CYCLE,WATCH_YELLOW_FIRST,2024-12-12,2025-02-07,,2025-02-07,,asiana_integration_flag|record_revenue|operating_profit_growth|cargo_revenue_growth,jet_fuel_price|fx_rate_exposure|integration_cost|cargo_cycle|tariff_trade_uncertainty,airline_integration_cycle_watch,needs_price_backfill,false,"Airline integration can be Stage 1/2, but fuel, FX, cargo cycle, and integration cost keep Green restricted."
china_group_visa_tourism_case,CASINO_DUTYFREE_TOURISM,KR_TOURISM_POLICY,Korea China group visa tourism policy basket,KR,event_premium,CASINO_DUTYFREE_TOURISM,WATCH_YELLOW_FIRST,2025-09-29,,,2025-09-29,,visa_free_policy_flag|china_tourist_arrivals|tourism_policy_event,average_spend_unverified|casino_drop_amount_unverified|duty_free_asp_unverified|policy_event_only,tourism_policy_event_stage1,needs_price_backfill,false,"Visa-free tourism is Stage 1 until spend, drop amount, duty-free ASP, RevPAR, and OPM are visible."
ses_airline_connectivity_case,SATELLITE_CONNECTIVITY_INFRA,SESG.PA,SES airline connectivity backlog,EU,success_candidate,SATELLITE_CONNECTIVITY_INFRA,GREEN_POSSIBLE,,2026-05-12,,2026-05-12,,connectivity_revenue_growth|airline_contract_count|new_contracts_value|gross_backlog,capex_debt_ratio|launch_delay_flag|competitor_constellation|government_budget_delay,satellite_connectivity_aligned_candidate,needs_price_backfill,false,"SES is different from a space theme because revenue, airline contracts, and backlog are visible."
maersk_container_rate_collapse_case,SHIPPING_FREIGHT_CYCLE,MAERSK-B.CO,Maersk overcapacity freight-rate collapse,DK,4c_thesis_break,SHIPPING_FREIGHT_CYCLE,REDTEAM_FIRST,2024-03-14,,,2025-10-03,2025-10-03,freight_rate_index|container_rate|red_sea_disruption_flag,spot_rate_below_breakeven_flag|overcapacity_flag|fleet_capacity_growth|freight_rate_collapse,shipping_cyclical_success_or_4c,needs_price_backfill,false,Shipping freight spikes are cyclical unless contract rates and supply discipline persist.
maersk_suez_overcapacity_loss_case,SHIPPING_FREIGHT_CYCLE,MAERSK-B.CO,Maersk Suez route normalization,DK,4b_watch,SHIPPING_FREIGHT_CYCLE,REDTEAM_FIRST,,,,2026-01-15,,red_sea_disruption_flag|suez_route_normalization_flag,red_sea_premium_normalization|freight_rate_premium_loss|route_normalization,red_sea_premium_normalization_4c_watch,needs_price_backfill,false,Red Sea route normalization can remove event-driven freight premium.
hertz_ev_rental_failure_case,FLEET_UNIT_ECONOMICS_OVERLAY,HTZ,Hertz EV rental residual-value failure,US,4c_thesis_break,FLEET_UNIT_ECONOMICS_OVERLAY,REDTEAM_FIRST,2024-01-11,,,,2024-01-11,ev_fleet_ratio|fleet_strategy,repair_cost_per_vehicle|used_car_residual_value|fleet_write_down|low_customer_demand,rental_ev_unit_economics_4c,needs_price_backfill,false,"EV fleet transition breaks if residual value, repair cost, insurance, and utilization do not work."
michelin_tire_demand_cut_case,TIRE_AUTO_COMPONENT_SPREAD,ML.PA,Michelin tire demand outlook cut,EU,4c_thesis_break,TIRE_AUTO_COMPONENT_SPREAD,WATCH_YELLOW_FIRST,2025-10-13,,,,2025-10-13,tire_demand_recovery|raw_material_spread,north_america_demand_slowdown|replacement_market_weakness|tariff_event_flag|fx_rate_exposure,tire_demand_slowdown_4c_watch,needs_price_backfill,false,"Tire margin visibility breaks when replacement demand, volume, tariff, and FX turn adverse."
lime_ipo_micromobility_case,MOBILITY_RENTAL_MICROMOBILITY,LIME_PRIVATE,Lime micromobility IPO filing,US,success_candidate,MOBILITY_RENTAL_MICROMOBILITY,WATCH_YELLOW_FIRST,,2026-05-08,,2026-05-08,,micromobility_revenue|micromobility_fcf|city_count|platform_partner_revenue_ratio,net_loss|debt_maturity_amount|going_concern_flag|seasonality_risk|uber_dependency_flag,micromobility_fcf_but_leverage_risk,needs_price_backfill,false,"FCF positive is useful, but debt maturity, seasonality, net loss, and Uber dependence keep this Watch."
joby_discounted_offering_case,URBAN_AIR_DRONE,JOBY,Joby discounted offering,US,4c_thesis_break,URBAN_AIR_DRONE,REDTEAM_FIRST,2025-10-08,,,,2025-10-08,blade_acquisition|pre_revenue_flag|commercial_launch_preparation,discounted_offering_flag|evt_cash_burn|pre_revenue_flag|dilution|type_certification_missing,evtOL_execution_candidate_but_dilution_4c_watch,needs_price_backfill,false,Launch infrastructure is not commercialization; discounted offering highlights cash-runway risk.
lilium_evtol_cash_crunch_case,URBAN_AIR_DRONE,LILM,Lilium eVTOL cash crunch,EU,4c_thesis_break,URBAN_AIR_DRONE,REDTEAM_FIRST,2024-11-25,,,,2024-11-25,evtol_policy|pre_revenue_flag,cash_burn|certification_delay|funding_gap|production_delay|profitability_delay,evtol_cash_burn_hard_counterexample,needs_price_backfill,false,eVTOL funding and certification delays are hard RedTeam evidence before commercial revenue.
archer_part135_no_type_cert_case,URBAN_AIR_DRONE,ACHR,Archer Part 135 without type certification,US,event_premium,URBAN_AIR_DRONE,REDTEAM_FIRST,2024-06-05,,,2024-06-05,,part135_flag|evtol_policy,type_certification_flag_missing|production_certification_flag_missing|cash_runway_months_needed,part135_stage1_not_stage3,needs_price_backfill,false,"Part 135 is a milestone, not proof that the aircraft is type-certified or commercially scaled."
archer_nyc_network_case,URBAN_AIR_DRONE,ACHR,Archer New York air taxi network plan,US,event_premium,URBAN_AIR_DRONE,REDTEAM_FIRST,2025-04-17,,,2025-04-17,,vertiport_contract_flag|evtol_policy|commercial_launch_preparation,type_certification_flag_missing|commercial_revenue_missing|cash_runway_months_needed,evtOL_certification_not_commercialization,needs_price_backfill,false,"A network plan can support Stage 1, but Type Certification, commercial revenue, and unit economics remain required."
