field,required_for_round75_backfill
case_id,true
symbol,true
company_name,true
primary_archetype,true
secondary_archetypes,true
stage1_date,true
stage2_date,true
stage3_date,true
stage4b_date,true
stage4c_date,true
stage1_price,true
stage2_price,true
stage3_price,true
stage4b_price,true
stage4c_price,true
peak_price,true
peak_date,true
MFE_30D,true
MFE_90D,true
MFE_180D,true
MFE_1Y,true
MFE_2Y,true
MAE_30D,true
MAE_90D,true
MAE_180D,true
MAE_1Y,true
drawdown_after_peak,true
below_stage2_price_flag,true
below_stage3_price_flag,true
vehicle_sales_growth,true
hybrid_sales_growth,true
ev_sales_growth,true
erev_plan_flag,true
operating_margin,true
op_margin_target,true
op_margin_cut_flag,true
fcf_margin,true
buyback_amount,true
dividend_policy_change,true
shareholder_return_ratio,true
tariff_event_flag,true
tariff_cost_amount,true
local_production_ratio,true
recall_flag,true
quality_cost_flag,true
hybrid_component_order,true
hybrid_component_revenue,true
inverter_supply_constraint_flag,true
magnet_supply_constraint_flag,true
motor_supply_constraint_flag,true
customer_concentration,true
raw_material_cost_change,true
capacity_normalization_flag,true
adas_component_revenue,true
camera_lidar_radar_revenue,true
autonomous_platform_customer,true
mass_adoption_flag,true
robotaxi_service_area,true
robotaxi_fleet_size,true
paid_ride_volume,true
rides_per_week,true
cost_per_mile,true
vehicle_utilization,true
safety_recall_flag,true
nhtsa_scrutiny_flag,true
weather_handling_failure_flag,true
insurance_liability_cost,true
remote_assistance_cost,true
platform_integration_flag,true
passenger_revenue_growth,true
cargo_revenue_growth,true
load_factor,true
jet_fuel_price,true
fx_rate_exposure,true
integration_cost,true
synergy_amount,true
asiana_integration_flag,true
lcc_integration_flag,true
tourist_arrivals,true
china_tourist_arrivals,true
visa_free_policy_flag,true
casino_drop_amount,true
vip_mix,true
duty_free_sales,true
duty_free_asp,true
hotel_occupancy,true
revpar,true
average_spend_per_visitor,true
alipay_wechatpay_integration_flag,true
freight_rate_index,true
container_rate,true
spot_rate_below_breakeven_flag,true
fleet_capacity_growth,true
red_sea_disruption_flag,true
suez_route_normalization_flag,true
overcapacity_flag,true
ebitda_change,true
dividend_change,true
rental_fleet_size,true
ev_fleet_ratio,true
used_car_residual_value,true
repair_cost_per_vehicle,true
insurance_cost_change,true
vehicle_depreciation_charge,true
fleet_write_down,true
utilization_rate,true
micromobility_revenue,true
micromobility_fcf,true
net_loss,true
debt_maturity_amount,true
going_concern_flag,true
city_count,true
seasonality_risk,true
platform_partner_revenue_ratio,true
uber_dependency_flag,true
evt_cash_burn,true
cash_runway_months,true
type_certification_flag,true
part135_flag,true
production_certification_flag,true
discounted_offering_flag,true
offering_discount_pct,true
pre_revenue_flag,true
commercial_launch_date,true
vertiport_contract_flag,true
satellite_backlog,true
connectivity_revenue_growth,true
airline_contract_count,true
new_contracts_value,true
gross_backlog,true
capex_debt_ratio,true
launch_delay_flag,true
secure_comms_revenue_flag,true
score_price_alignment,true
price_validation_status,true
review_notes,true
