case_id,target_id,symbol,company_name,market,case_type,canonical_archetype,posture,stage1_date,stage2_date,stage3_date,stage4b_date,stage4c_date,evidence_fields,red_flag_fields,alignment_hint,price_validation_status,production_input,notes
korea_east_sea_gas_discovery_stage1_4b_watch_case,DOMESTIC_RESOURCE_DISCOVERY_EVENT,036460/117580/096770/018670,KOGAS Daesung Energy SK Innovation SK Gas East Sea gas discovery event,KR,4b_watch,DOMESTIC_RESOURCE_DISCOVERY_EVENT,WATCH_YELLOW_FIRST,2024-06-03,,,2024-06-03,,government_announcement|14bn_barrels_possible_reserves|kogas_plus_30pct|daesung_energy_plus_30pct|sk_innovation_plus_6pct|sk_gas_plus_7pct,pre_drilling_commerciality_absent|success_probability_20pct|failure_probability_80pct|op_eps_fcf_absent,stage1_price_path_success_not_stage3,needs_drill_result_commerciality_revenue_price_backfill,false,"East Sea gas discovery is the R11 textbook Stage 1 price-path event and 4B-watch, not Stage 3 before commerciality."
korea_gas_daewang_whale_drill_bit_gate_case,RESOURCE_EXPLORATION_DRILL_BIT_GATE,036460/117580,Daewang Whale East Sea exploration drill-bit gate,KR,failed_rerating,RESOURCE_EXPLORATION_DRILL_BIT_GATE,REDTEAM_FIRST,2024-06-07,,,2024-06-07,,consultant_report|great_potential_headline|knoc_drilling_needed|success_probability_20pct,failure_probability_80pct|commercial_reserve_unconfirmed|woodside_caveat|final_investment_decision_missing,drill_bit_gate_blocks_green,needs_exploration_result_reserve_fid_price_backfill,false,Resource exploration must pass drill-bit and commerciality gates before any Stage 3 consideration.
energy_security_policy_event_skgas_skinno_case,ENERGY_SECURITY_POLICY_EVENT,096770/018670/010950,SK Innovation SK Gas S-Oil Korea energy-security policy event,KR,event_premium,ENERGY_SECURITY_POLICY_EVENT,WATCH_YELLOW_FIRST,2024-06-03,,,,,domestic_resource_option|energy_security_headline|sk_innovation_plus_6pct|sk_gas_plus_7pct,direct_company_revenue_link_missing|exploration_result_missing|oil_import_cost_risk,energy_security_headline_not_revenue_until_contract_or_margin,needs_company_revenue_margin_price_backfill,false,"Energy-security policy can move related names, but company revenue or margin path must be proven."
short_selling_ban_extension_policy_overlay_case,MARKET_STRUCTURE_SHORT_SELLING_POLICY,KR_SHORT_SELLING_POLICY_BASKET,Korea short-selling ban extension and monitoring system policy overlay,KR,event_premium,MARKET_STRUCTURE_SHORT_SELLING_POLICY,WATCH_YELLOW_FIRST,2024-04-25,2024-06-13,,,,illegal_short_selling_monitoring_system|short_selling_ban_extended_to_2025_q1|retail_investor_confidence|market_transparency_debate,company_fundamental_link_missing|msci_accessibility_issue|short_selling_resumption_risk,market_structure_event_not_company_stage3,needs_trading_value_brokerage_roe_price_backfill,false,Short-selling policy is a market-structure overlay; individual Stage 3 needs company revenue/ROE evidence.
short_selling_resumption_high_beta_4b_watch_case,SHORT_SELLING_RESUMPTION_RISK,KR_HIGH_SHORT_INTEREST_GROWTH_BASKET,KOSDAQ high-beta short-selling ban beneficiary basket,KR,4b_watch,SHORT_SELLING_RESUMPTION_RISK,REDTEAM_FIRST,2024-06-13,,,2024-06-13,,short_selling_ban_beneficiary|high_short_interest_growth_basket|price_only_short_squeeze,eps_fcf_missing|short_selling_resumption_risk|valuation_compression_risk,short_ban_squeeze_is_4b_watch_without_fundamentals,needs_eps_fcf_resumption_price_backfill,false,High-beta short-ban rallies are 4B-watch unless EPS/FCF confirms.
political_system_shock_martial_law_case,POLITICAL_SYSTEM_SHOCK_KOREA,KR_MARKET,Korea martial-law political system shock,KR,4c_thesis_break,POLITICAL_SYSTEM_SHOCK_KOREA,REDTEAM_FIRST,2024-12-03,,,,2024-12-03,martial_law_declaration|national_assembly_reversal|kospi_decline|market_stabilization_fund_ready,political_system_shock|currency_volatility|foreign_risk_premium|valuation_room_temporary_cut,market_wide_political_4c_overlay,needs_market_fx_sector_mae_backfill,false,Martial-law shock is a market-wide R11 overlay that lowers valuation room for otherwise valid candidates.
hormuz_middle_east_energy_import_shock_case,GEOPOLITICAL_ENERGY_IMPORT_SHOCK,KR_MARKET/HYUNDAI/SAMSUNG/SKHYNIX,Korea market Hormuz and Middle East energy-import shock,KR,4c_thesis_break,GEOPOLITICAL_ENERGY_IMPORT_SHOCK,REDTEAM_FIRST,2026-03-04,,,,2026-03-04,middle_east_iran_conflict|kospi_minus_12_06pct|won_17y_low|hyundai_minus_15_8pct|samsung_electronics_minus_11_7pct|sk_hynix_minus_9_6pct,oil_import_dependency|won_volatility|exporter_riskoff|market_wide_mae_risk,geopolitical_energy_import_shock_4c_overlay,needs_oil_fx_sector_mae_backfill,false,Energy-import shock can override sector evidence by cutting valuation room and raising MAE risk.
event_price_rally_not_stage3_daewang_whale_case,EVENT_PRICE_RALLY_NOT_STAGE3,036460/117580,Daewang Whale event price rally is not Stage 3,KR,4b_watch,EVENT_PRICE_RALLY_NOT_STAGE3,REDTEAM_FIRST,2024-06-03,,,2024-06-03,,same_day_limit_up|resource_headline|basket_rally|price_signal_plus_8,pre_drilling_stage3_cap|success_probability_20pct|commercial_production_delay|no_eps_revision,big_price_move_is_not_stage3_evidence,needs_commerciality_eps_price_backfill,false,"A +20~30% event rally is price-path evidence, not Stage 3 evidence without cash-flow conversion."
political_theme_event_premium_directionality_case,POLICY_DIRECTIONALITY_ERROR,KR_POLITICAL_THEME_BASKET,Korea political theme event premium directionality case,KR,event_premium,POLICY_DIRECTIONALITY_ERROR,REDTEAM_FIRST,2024-12-03,,,2024-12-03,,political_event|policy_theme_price_move|theme_basket_rally,budget_contract_missing|fundamental_link_missing|policy_direction_reversal_risk|no_company_exposure,political_theme_price_move_not_stage3,needs_budget_contract_company_exposure_backfill,false,"Political or policy theme rallies need beneficiary directionality, budget, contract, and company exposure checks."
brokerage_short_selling_fines_market_trust_case,MARKET_STRUCTURE_SHORT_SELLING_POLICY,KR_BROKERAGE_BASKET,Korea brokerage short-selling fines and market trust evidence,KR,failed_rerating,MARKET_STRUCTURE_SHORT_SELLING_POLICY,WATCH_YELLOW_FIRST,2025-02-13,2025-02-13,,,,jpmorgan_morgan_stanley_nomura_ubs_fined|market_trust_policy_evidence|illegal_short_selling_enforcement,brokerage_earnings_link_missing|trading_value_missing|ib_wm_roe_missing|pf_risk_unchecked,market_trust_policy_not_brokerage_stage3_without_roe,needs_trading_value_ib_wm_pf_roe_backfill,false,"Short-selling enforcement can improve trust, but brokerage Stage 3 needs trading value, IB/WM, PF risk, and ROE evidence."
