field,required_for_round172_backfill
case_id,true
ticker,true
symbol,true
company_name,true
primary_archetype,true
secondary_archetypes,true
stage1_date,true
stage2_date,true
stage3_date,true
stage4b_date,true
stage4c_date,true
price_at_stage1,true
price_at_stage2,true
price_at_stage3,true
price_at_stage4b,true
price_at_stage4c,true
stage1_price,true
stage2_price,true
stage3_price,true
stage4b_price,true
stage4c_price,true
peak_price,true
peak_date,true
return_20d_after_stage2,true
return_60d_after_stage2,true
return_120d_after_stage2,true
return_252d_after_stage2,true
return_20d_after_stage3,true
return_60d_after_stage3,true
return_120d_after_stage3,true
return_252d_after_stage3,true
mfe_60d_after_stage2,true
mae_60d_after_stage2,true
mfe_120d_after_stage2,true
mae_120d_after_stage2,true
mfe_252d_after_stage2,true
mae_252d_after_stage2,true
MFE_30D,true
MFE_90D,true
MFE_180D,true
MFE_1Y,true
MFE_2Y,true
MAE_30D,true
MAE_90D,true
MAE_180D,true
MAE_1Y,true
volume_spike_flag,true
relative_strength_vs_kospi,true
relative_strength_vs_sector,true
valuation_at_stage3,true
valuation_at_stage4b,true
eps_revision_before_stage3,true
eps_revision_after_stage3,true
op_revision_before_stage3,true
op_revision_after_stage3,true
contract_amount,true
contract_value,true
contract_value_to_sales,true
contract_duration_months,true
contract_start_date,true
contract_end_date,true
counterparty,true
customer_name,true
delivery_schedule,true
order_backlog_value,true
backlog_quality_score,true
opm_change,true
fcf_margin_change,true
transformer_lead_time_months,true
transformer_price_increase_pct,true
ehv_transformer_flag,true
us_local_capa_flag,true
hico_memphis_plant_flag,true
hico_plant_expansion_usd,true
hvdc_transformer_flag,true
czech_preferred_bidder_flag,true
final_contract_signed_flag,true
supplier_scope_confirmed_flag,true
westinghouse_appeal_flag,true
contract_signing_block_flag,true
share_exchange_ratio,true
merger_event_flag,true
ipo_first_day_return_pct,true
mro_recurring_revenue_flag,true
kkR_overhang_flag,true
fa50_aircraft_count,true
fa50_contract_amount_krw,true
delivery_by_2030_flag,true
combat_validation_flag,true
cheongung_ii_flag,true
price_up_47pct_flag,true
actual_export_contract_flag,true
geopolitical_sanction_flag,true
china_sanction_flag,true
section_301_flag,true
mou_flag,true
loi_flag,true
final_contract_missing_flag,true
opendart_rcept_no,true
opendart_detail_fetched_flag,true
disclosure_confidence_score,true
detail_parser_confidence,true
disclosure_signal_class,true
routine_disclosure_flag,true
risk_disclosure_flag,true
high_signal_disclosure_flag,true
contract_amount_disclosed_flag,true
customer_name_disclosed_flag,true
margin_disclosed_flag,true
dilution_type,true
cb_bw_issuance_flag,true
audit_issue_flag,true
legal_gate_flag,true
sanction_risk_flag,true
low_margin_order_flag,true
stage_before_redteam,true
stage_after_redteam,true
score_before_redteam,true
score_after_redteam,true
score_price_alignment,true
price_validation_status,true
review_notes,true
