field,required_for_round176_backfill
ticker,true
symbol,true
company_name,true
primary_archetype,true
secondary_archetypes,true
stage1_date,true
stage2_date,true
stage3_date,true
stage4b_date,true
stage4c_date,true
stage1_trigger,true
stage2_trigger,true
stage3_trigger,true
stage4b_trigger,true
stage4c_trigger,true
price_at_stage1,true
price_at_stage2,true
price_at_stage3,true
price_at_stage4b,true
price_at_stage4c,true
stage1_price,true
stage2_price,true
stage3_price,true
stage4b_price,true
stage4c_price,true
return_20d_after_stage2,true
return_60d_after_stage2,true
return_120d_after_stage2,true
return_252d_after_stage2,true
mfe_60d_after_stage2,true
mae_60d_after_stage2,true
mfe_120d_after_stage2,true
mae_120d_after_stage2,true
mfe_252d_after_stage2,true
mae_252d_after_stage2,true
relative_strength_vs_kospi,true
relative_strength_vs_kosdaq,true
relative_strength_vs_consumer_basket,true
relative_strength_vs_kbeauty_basket,true
export_growth_yoy,true
us_sales_growth_yoy,true
japan_sales_growth_yoy,true
europe_sales_growth_yoy,true
channel_added,true
channel_type,true
amazon_sales_signal,true
tiktok_sales_signal,true
ulta_sephora_costco_target_signal,true
offline_sell_through_signal,true
reorder_signal,true
op_revision_before_stage3,true
op_revision_after_stage3,true
eps_revision_before_stage3,true
eps_revision_after_stage3,true
inventory_days,true
inventory_days_change,true
receivables_days,true
receivables_days_change,true
gross_margin,true
opm,true
discount_rate_signal,true
tariff_exposure,true
china_exposure,true
single_sku_dependency,true
ipo_or_listing_date,true
post_listing_return,true
holdco_cashflow_link,true
nav_discount_signal,true
mna_option_or_price,true
disclosure_confidence,true
opendart_rcept_no,true
opendart_detail_fetched_flag,true
detail_parser_confidence,true
valuation_at_stage3,true
valuation_at_stage4b,true
stage_before_redteam,true
stage_after_redteam,true
score_before_redteam,true
score_after_redteam,true
score_price_alignment,true
price_validation_status,true
review_notes,true
