case_id,target_id,symbol,company_name,market,case_type,canonical_archetype,posture,stage1_date,stage2_date,stage3_date,stage4b_date,stage4c_date,evidence_fields,red_flag_fields,alignment_hint,price_validation_status,production_input,notes
silicon2_kbeauty_distribution_stage3_candidate,K_BEAUTY_EXPORT_DISTRIBUTION_KOREA,257720,Silicon2 K-beauty distribution platform,KR,success_candidate,K_BEAUTY_EXPORT_DISTRIBUTION_KOREA,GREEN_POSSIBLE,2025-06-05,2025-06-05,,,,us_kbeauty_imports_surpass_france|top_kbeauty_ecommerce_growth_71pct|amazon_ecommerce_growth|portfolio_distributor_role|physical_store_sell_through_needed,sell_through_missing|inventory_receivables_unknown|price_multibagger_4b_risk,portfolio_distribution_stage2_3_candidate,needs_krx_price_and_working_capital_backfill,false,"Silicon2 should be scored as K-beauty portfolio distribution, not one viral brand. Stage 3 needs sell-through, reorder, inventory, receivables, OPM, and FCF."
dalba_global_ipo_4b_watch_case,K_BEAUTY_BRAND_US_CHANNEL,483650,D'Alba Global US channel / IPO rerating,KR,4b_watch,K_BEAUTY_BRAND_US_CHANNEL,WATCH_YELLOW_FIRST,2025-06-05,2025-06-05,,2025-06-05,,vegan_mist_serum_sunscreen_brand|costco_ulta_target_talks|us_retail_distribution|post_listing_price_more_than_double,actual_sell_through_missing|ipo_valuation_risk|tariff_risk|single_brand_dependency,stage2_plus_4b_watch_after_ipo_double,needs_exact_ipo_price_path_backfill,false,"D'Alba has strong US channel visibility, but post-listing doubling means Stage 2 plus 4B-watch before sell-through and OPM proof."
cj_oliveyoung_platform_holdco_cap_case,K_BEAUTY_RETAIL_PLATFORM_OPTION,001040,CJ / Olive Young K-beauty retail platform option,KR,success_candidate,K_BEAUTY_RETAIL_PLATFORM_OPTION,WATCH_YELLOW_FIRST,2025-06-05,2025-06-05,,,,olive_young_us_first_store_plan|global_mall|1300_plus_korea_stores|sephora_ulta_kbeauty_competition|kbeauty_curation_platform,cj_cashflow_link_missing|ipo_event_premium_risk|us_store_sell_through_missing|nav_discount_persists,strong_private_platform_holdco_link_cap,needs_cj_price_and_oliveyoung_financial_link_backfill,false,"Olive Young is high-quality Stage 2 platform evidence, but CJ Stage 3 needs cash-flow, IPO, shareholder return, or NAV transmission."
nongshim_global_staple_stage2_case,K_FOOD_GLOBAL_STAPLE_BRAND,004370,Nongshim Shin Ramyun global staple brand,KR,success_candidate,K_FOOD_GLOBAL_STAPLE_BRAND,GREEN_POSSIBLE,,,,,,shin_ramyun_record_sales_1_2tn_krw|overseas_sales_nearly_60pct|us_sales_2030_target_1_5bn_usd|walmart_mainstream_shelf_move|us_capacity_review,op_eps_confirmation_needed|china_slowdown|single_sku_risk|inventory_backfill_needed,global_staple_stage2_3_candidate,needs_source_date_and_krx_price_backfill,false,"Nongshim is the non-Samyang K-food staple reference. Stage 3 needs OP/EPS, ASP, reorder, and inventory stability."
kbeauty_oem_odm_supplychain_stage3_candidate,K_BEAUTY_OEM_ODM_SUPPLYCHAIN_KOREA,192820/161890/352480,Cosmax / Kolmar Korea / C&C International fast beauty supply chain,KR,success_candidate,K_BEAUTY_OEM_ODM_SUPPLYCHAIN_KOREA,GREEN_POSSIBLE,2025-06-05,2025-06-05,,,,indie_brand_us_channel_expansion|multi_brand_orders|fast_beauty_odm|customer_diversification|repeat_order_potential,inventory_receivables_unknown|brand_sell_through_dependency|customer_churn_risk|opm_backfill_needed,fast_beauty_repeat_order_stage2_3_candidate,needs_krx_price_op_revision_inventory_receivables_backfill,false,"K-beauty OEM/ODM can be earlier Stage 3 than single brands if customer diversification, repeat orders, OPM, and working capital are clean."
drg_kbeauty_mna_stage2_reference_case,K_BEAUTY_BRAND_MNA_VALIDATION_STAGE2_REFERENCE,PRIVATE_DRG,Dr.G / Gowoonsesang K-beauty M&A reference,KR,success_candidate,K_BEAUTY_BRAND_MNA_VALIDATION_STAGE2_REFERENCE,WATCH_YELLOW_FIRST,2024-12-23,2024-12-23,,,,loreal_acquires_korean_skincare_brand|affordable_effective_skincare|pan_asian_global_growth_potential,transaction_price_missing|listed_company_direct_link_missing|opm_missing,mna_reference_not_direct_green,not_price_applicable_private_reference,false,"Dr.G validates Korean skincare strategic value but is reference evidence, not a listed-company Green signal without direct linkage."
amorepacific_china_exposure_4c_case,CHINA_CONSUMER_EXPOSURE_4C,090430,Amorepacific premium beauty China derating,KR,4c_thesis_break,CHINA_CONSUMER_EXPOSURE_4C,REDTEAM_FIRST,,,,,,premium_beauty_china_exposure|q2_earnings_miss|china_demand_weakness|domestic_brand_preference|worst_day_price_drop,china_exposure|earnings_miss|premium_beauty_derating|domestic_brand_preference,kbeauty_china_exposure_4c,needs_exact_stage_date_backfill,false,Amorepacific proves K-beauty is not one bucket. China premium exposure can be hard 4C despite global K-beauty strength.
kbeauty_tariff_import_margin_review_case,TARIFF_IMPORT_MARGIN_OVERLAY,K_BEAUTY_EXPORT_BASKET,K-beauty tariff import margin review,KR,failed_rerating,TARIFF_IMPORT_MARGIN_OVERLAY,REDTEAM_FIRST,,,,,,us_kbeauty_imports_1_7bn_usd|us_import_growth_54pct|tariff_uncertainty|retailer_inventory_adjustment_risk,tariff_uncertainty|gross_margin_buffer_missing|price_hike_risk|consumer_purchase_delay,tariff_margin_buffer_stage3_gate,not_price_applicable_overlay,false,"US export growth remains positive, but Stage 3 needs gross-margin buffer and price pass-through without demand loss."
fnf_license_brand_china_mna_watch_case,APPAREL_LICENSE_BRAND_CHINA_RISK,383220,F&F licensed brand / TaylorMade governance watch,KR,failed_rerating,APPAREL_LICENSE_BRAND_CHINA_RISK,REDTEAM_FIRST,2025-07-21,,,,,licensed_logo_brand_platform|fy2024_revenue_1_3bn_usd_reference|taylormade_mna_option|rofr_operational_consent_claim,license_brand_saturation|china_exposure|mna_governance_risk|overpay_risk|inventory_markdown_risk,license_brand_saturation_mna_governance_watch,needs_price_inventory_margin_backfill,false,"F&F-style license brands need sell-through, inventory, and M&A discipline; logo fatigue and China exposure keep it Watch/Red."
channel_stuffing_inventory_overlay_case,CHANNEL_STUFFING_INVENTORY_OVERLAY,K_CONSUMER_EXPORT_BASKET,K-beauty/K-food shipment versus sell-through overlay,KR,failed_rerating,CHANNEL_STUFFING_INVENTORY_OVERLAY,REDTEAM_FIRST,,,,,,shipment_growth|export_growth|listing_growth|sell_through_reorder_required,inventory_days_up|receivables_days_up|sell_through_slowdown|discount_rate_up,shipment_without_sell_through_4c_gate,not_price_applicable_overlay,false,"Consumer export Stage 3 requires sell-through and reorder, not shipment alone."
kfood_single_sku_viral_risk_case,K_FOOD_SINGLE_SKU_RISK,K_FOOD_SKU_BASKET,K-food single viral SKU risk,KR,event_premium,K_FOOD_SINGLE_SKU_RISK,REDTEAM_FIRST,,,,,,single_viral_sku|retail_listing|premium_sku_narrative,single_sku_dependency|portfolio_missing|reorder_missing|food_safety_or_recall_risk,single_sku_stage2_cap,not_price_applicable_overlay,false,A single viral SKU can reach Stage 1/2 but cannot create Green without portfolio repeat demand and OP/EPS support.
