case_id,target_id,symbol,company_name,market,case_type,canonical_archetype,posture,stage1_date,stage2_date,stage3_date,stage4b_date,stage4c_date,evidence_fields,red_flag_fields,alignment_hint,price_validation_status,production_input,notes
alteogen_keytruda_sc_royalty_stage3_candidate,SC_FORMULATION_ROYALTY_PLATFORM,196170,Alteogen Keytruda Qlex SC royalty platform,KR,4b_watch,SC_FORMULATION_ROYALTY_PLATFORM,GREEN_POSSIBLE,,2025-09-19,,2025-09-19,,keytruda_qlex_fda_approval|merck_partner|alteogen_enzyme_used|30_40pct_adoption_target|keytruda_30bn_usd_sales_reference,royalty_revenue_not_backfilled|actual_adoption_missing|patent_challenge_risk|stage4b_rerating_risk,stage2_3_candidate_with_4b_watch,needs_krx_price_royalty_adoption_backfill,false,"Alteogen is a Korea R7 Loop-11 core case: strong Stage 2 evidence, but royalty/adoption and 4B cooling remain separate."
yuhan_lazertinib_oncology_commercialization_case,KOREA_ONCOLOGY_DRUG_COMMERCIALIZATION,000100,Yuhan Lazertinib oncology commercialization,KR,success_candidate,KOREA_ONCOLOGY_DRUG_COMMERCIALIZATION,GREEN_POSSIBLE,,2024-08-20,,,,fda_approval|johnson_and_johnson_partner|rybrevant_lazcluze_first_line_regimen|egfr_nsclc|peak_sales_5bn_usd_expectation,scripts_missing|royalty_revenue_not_backfilled|pbm_access_missing|tagrisso_competition,stage2_commercialization_candidate,needs_scripts_royalty_price_backfill,false,"Yuhan moves beyond approval only when scripts, royalty revenue, PBM/access, and market share are visible."
celltrion_us_factory_tariff_hedge_stage2_case,BIOSIMILAR_TARIFF_HEDGE_MANUFACTURING,068270,Celltrion US factory tariff hedge manufacturing,KR,success_candidate,BIOSIMILAR_TARIFF_HEDGE_MANUFACTURING,WATCH_YELLOW_FIRST,,2025-09-23,,,,imclone_facility_330m_usd|eli_lilly_facility|us_manufacturing_tariff_hedge|700bn_krw_expansion_plan,utilization_missing|pbm_formulary_missing|tech_transfer_risk|capex_integration_risk,stage2_factory_option_with_utilization_gate,needs_utilization_us_sales_pbm_price_backfill,false,"Celltrion factory acquisition is Stage 2 unless utilization, US sales, PBM/formulary, and OPM/FCF follow."
hugel_letybo_us_market_entry_case,BOTULINUM_US_MARKET_ENTRY,145020,Hugel Letybo US botulinum market entry,KR,success_candidate,BOTULINUM_US_MARKET_ENTRY,GREEN_POSSIBLE,,,,,,letybo_fda_approval|us_launch|65_countries|31m_treatments_reference|repeat_aesthetic_procedure,us_sales_missing|market_share_missing|licensed_channel_safety_risk|botox_competition,stage2_3_candidate_with_us_penetration_gate,needs_us_sales_market_share_price_backfill,false,"Hugel needs US penetration, repeat procedure, licensed channel, and safety evidence before Green."
classys_aesthetic_device_export_consumable_case,AESTHETIC_DEVICE_EXPORT_KOREA,214150,Classys aesthetic device export and consumables,KR,success_candidate,AESTHETIC_DEVICE_EXPORT_KOREA,GREEN_POSSIBLE,,,,,,non_invasive_aesthetic_device|60_plus_countries_export|installed_base_option|consumable_cartridge_revenue_needed,consumable_data_missing|opm_fcf_backfill_needed|valuation_overheat|bain_overhang,stage2_3_candidate_with_consumable_gate,needs_consumable_export_opm_price_backfill,false,"Classys can be Green-capable only if export growth connects to repeat procedure, consumable revenue, OPM, and FCF."
ablbio_lilly_license_milestone_platform_case,BIOTECH_LICENSE_MILESTONE_PLATFORM,298380,ABL Bio Lilly license milestone platform,KR,success_candidate,BIOTECH_LICENSE_MILESTONE_PLATFORM,WATCH_YELLOW_FIRST,,,,,,eli_lilly_licensing_research_deal|big_pharma_partner|bispecific_bbb_shuttle_platform|founder_billionaire_stock_rerating,milestone_detail_needed|clinical_progress_missing|royalty_not_visible|4b_deal_headline_risk,stage2_license_platform_with_milestone_gate,needs_milestone_clinical_cash_price_backfill,false,"ABL Bio is Stage 2 until milestone receipt, clinical progress, royalty visibility, and cash runway are visible."
samchundang_biosimilar_glp1_patent_watch_case,BIOSIMILAR_COMMERCIALIZATION_KOREA,000250,Sam Chun Dang biosimilar and GLP-1 generic patent watch,KR,4b_watch,BIOSIMILAR_COMMERCIALIZATION_KOREA,GREEN_POSSIBLE,,,,,,scd411_multicountry_approval|daiichi_sankyo_espha_japan_partner|oral_semaglutide_generic|ophthalmic_base_revenue,glp1_patent_overhang|launch_claim_overstated_risk|commercial_sales_missing|hype_communication_risk,stage2_with_glp1_patent_4b_watch,needs_patent_clearance_sales_price_backfill,false,"Sam Chun Dang is a Stage 2/4B-watch case until patent clearance, launch, prescription, and sales confirm."
jj_rybrevant_sc_crl_inspection_overlay_case,MANUFACTURING_INSPECTION_CRL_OVERLAY,JNJ_REFERENCE,J&J Rybrevant SC CRL manufacturing-inspection overlay,US,4c_thesis_break,MANUFACTURING_INSPECTION_CRL_OVERLAY,REDTEAM_FIRST,,,,,2024-12-16,sc_formulation_clinical_data|no_extra_clinical_trial_requested,manufacturing_inspection_observation|fda_crl|approval_delay|launch_delay,cmc_crl_thesis_break_reference,needs_reference_price_backfill,false,A clean clinical package can still be capped by manufacturing inspection and CRL issues.
merck_keytruda_qlex_approval_price_failed_case,APPROVAL_ONLY_NOT_COMMERCIALIZATION,MRK_REFERENCE,Merck Keytruda Qlex approval without direct price rerating reference,US,failed_rerating,APPROVAL_ONLY_NOT_COMMERCIALIZATION,REDTEAM_FIRST,,2025-09-19,,,,keytruda_qlex_fda_approval,approval_already_priced|adoption_needed|royalty_eps_missing,approval_without_eps_price_confirmation,needs_reference_price_backfill,false,Approval can be a Stage 2 event without proving stock-level rerating or EPS bodyweight for every linked company.
medical_ai_reimbursement_korea_gate_case,MEDICAL_AI_REIMBURSEMENT_KOREA,328130/322510/315640,Lunit / JLK / Deepnoid medical AI reimbursement gate,KR,event_premium,MEDICAL_AI_REIMBURSEMENT_KOREA,WATCH_YELLOW_FIRST,,,,,,fda_clearance|auc_external_validation|hospital_pilot|medical_ai_keyword,reimbursement_missing|paid_deployment_missing|revenue_missing|cash_burn,medical_ai_validation_not_commercialization,needs_reimbursement_revenue_price_backfill,false,"Medical AI validation is useful, but paid deployment, reimbursement, and recurring revenue gate Stage 3."
