field,required_for_round178_backfill
approval_status,true
approval_date,true
partner_name,true
contract_amount,true
upfront_amount,true
milestone_amount,true
royalty_rate_if_disclosed,true
territory,true
launch_date,true
commercial_sales,true
prescription_volume,true
procedure_volume,true
reimbursement_status,true
pbm_or_formulary_status,true
medical_fee_code_status,true
royalty_revenue,true
enzyme_supply_revenue,true
op_revision_1m,true
eps_revision_1m,true
cash_runway_months,true
dilution_event_flag,true
stage2_price,true
stage3_price,true
stage4b_price,true
stage4c_price,true
return_60d_after_stage2,true
return_120d_after_stage2,true
mfe_60d_after_stage2,true
mfe_120d_after_stage2,true
mae_60d_after_stage2,true
valuation_at_stage3,true
valuation_at_stage4b,true
crl_flag,true
manufacturing_inspection_issue_flag,true
patent_litigation_flag,true
safety_warning_flag,true
reimbursement_failure_flag,true
disclosure_confidence,true
