field,required_for_round189_backfill
ticker,true
company_name,true
canonical_archetype,true
case_type,true
stage1_date,true
stage2_date,true
stage3_date,true
stage4b_date,true
stage4c_date,true
stage1_trigger,true
stage2_trigger,true
stage3_trigger,true
stage4b_trigger,true
stage4c_trigger,true
price_at_stage1,true
price_at_stage2,true
price_at_stage3,true
price_at_stage4b,true
price_at_stage4c,true
return_1d_after_event,true
return_5d_after_event,true
return_20d_after_stage2,true
return_60d_after_stage2,true
return_120d_after_stage2,true
return_252d_after_stage2,true
mfe_20d_after_stage2,true
mae_20d_after_stage2,true
mfe_60d_after_stage2,true
mae_60d_after_stage2,true
mfe_120d_after_stage2,true
mae_120d_after_stage2,true
mfe_252d_after_stage2,true
mae_252d_after_stage2,true
relative_strength_vs_kospi,true
relative_strength_vs_kosdaq,true
relative_strength_vs_consumer_basket,true
relative_strength_vs_kfood_basket,true
relative_strength_vs_kbeauty_basket,true
relative_strength_vs_retail_basket,true
export_growth_yoy,true
us_sales_growth_yoy,true
japan_sales_growth_yoy,true
europe_sales_growth_yoy,true
china_sales_growth_yoy,true
channel_added,true
channel_type,true
offline_sell_through_signal,true
reorder_signal,true
mainstream_shelf_signal,true
amazon_tiktok_signal,true
ulta_sephora_costco_target_signal,true
local_production_flag,true
plant_utilization,true
capex_amount,true
capex_payback_signal,true
jv_or_platform_event,true
gmv_growth,true
take_rate,true
data_regulation_flag,true
sssg,true
pb_mix,true
franchisee_margin_signal,true
wage_rent_electricity_cost_signal,true
op_revision_before_stage3,true
op_revision_after_stage3,true
eps_revision_before_stage3,true
eps_revision_after_stage3,true
gross_margin,true
opm,true
fcf_signal,true
inventory_days,true
inventory_days_change,true
receivables_days,true
receivables_days_change,true
discount_rate_signal,true
tariff_exposure,true
single_sku_dependency,true
regional_risk_flag,true
disclosure_confidence,true
valuation_at_stage3,true
valuation_at_stage4b,true
