field,required_for_round93_backfill
case_id,true
symbol,true
company_name,true
primary_archetype,true
secondary_archetypes,true
stage1_date,true
stage2_date,true
stage3_date,true
stage4b_date,true
stage4c_date,true
stage1_price,true
stage2_price,true
stage3_price,true
stage4b_price,true
stage4c_price,true
peak_price,true
peak_date,true
MFE_30D,true
MFE_90D,true
MFE_180D,true
MFE_1Y,true
MFE_2Y,true
MAE_30D,true
MAE_90D,true
MAE_180D,true
MAE_1Y,true
drawdown_after_peak,true
below_stage2_price_flag,true
below_stage3_price_flag,true
contract_value,true
contract_value_to_sales,true
contract_duration_months,true
contract_start_date,true
contract_end_date,true
counterparty,true
delivery_schedule,true
backlog_growth,true
backlog_to_revenue,true
new_order_growth,true
book_to_bill,true
gross_margin_change,true
op_margin_change,true
eps_revision_1q,true
eps_revision_1y,true
op_revision_1q,true
op_revision_1y,true
fcf_margin_change,true
transformer_type,true
transformer_voltage_kv,true
transformer_lead_time_months,true
transformer_price_change,true
factory_slot_prebuy_flag,true
grid_modernization_flag,true
data_center_customer_flag,true
foreign_import_flag,true
korea_export_flag,true
goes_cost_change,true
copper_cost_change,true
medium_voltage_order,true
medium_voltage_capacity_expansion,true
switchgear_order,true
substation_equipment_order,true
utility_customer_flag,true
grid_operator_customer_flag,true
data_center_orders,true
data_center_backlog,true
data_center_power_equipment_revenue,true
gas_turbine_backlog_gw,true
gas_turbine_slot_reservation_gw,true
power_equipment_backlog,true
storage_equipment_order,true
electrification_profit_growth,true
wind_segment_loss,true
tariff_cost_amount,true
project_delay_flag,true
local_opposition_flag,true
moratorium_flag,true
water_permitting_delay_flag,true
grid_interconnection_delay_flag,true
diesel_generator_noise_flag,true
project_withdrawal_flag,true
defense_customer_country,true
government_customer_flag,true
local_production_flag,true
local_content_requirement,true
export_license_risk_flag,true
delivery_batch_count,true
defense_backlog,true
nato_customer_flag,true
technology_transfer_flag,true
capex_amount,true
dilution_flag,true
share_issuance_amount,true
use_of_proceeds_clarity,true
regulator_revision_request_flag,true
local_factory_capex_flag,true
margin_dilution_flag,true
unmanned_system_contract_flag,true
prototype_flag,true
pentagon_contract_flag,true
production_contract_flag,true
autonomous_naval_system_flag,true
ship_newbuilding_price_index,true
low_margin_backlog_flag,true
steel_plate_cost_change,true
labor_cost_change,true
naval_mro_contract_flag,true
msra_flag,true
naval_newbuild_license_flag,true
mro_margin_signal,true
geopolitical_sanction_flag,true
rail_contract_value,true
rail_delivery_schedule,true
rail_warranty_risk,true
rail_financing_secured_flag,true
rail_fx_risk,true
nuclear_ppa_flag,true
ppa_duration_years,true
plant_capacity_mw,true
relicensing_support_flag,true
nuclear_restart_flag,true
grid_injection_rights_flag,true
restart_capex_amount,true
smr_flag,true
smr_cost_overrun_flag,true
customer_subscription_flag,true
project_cancelled_flag,true
doe_subsidy_flag,true
reconstruction_contract_flag,true
financing_secured_flag,true
budget_allocated_flag,true
construction_started_flag,true
revenue_recognized_flag,true
opendart_rcept_no,true
opendart_detail_fetched_flag,true
disclosure_confidence_score,true
detail_parser_confidence,true
disclosure_signal_class,true
routine_disclosure_flag,true
risk_disclosure_flag,true
high_signal_disclosure_flag,true
score_price_alignment,true
price_validation_status,true
review_notes,true
