case_id,target_id,symbol,company_name,market,case_type,canonical_archetype,posture,stage1_date,stage2_date,stage3_date,stage4b_date,stage4c_date,evidence_fields,red_flag_fields,alignment_hint,price_validation_status,production_input,notes
john_deere_autonomous_agri_ces_case,AGRI_MACHINERY_PRECISION_CYCLE,DE,John Deere autonomous agriculture CES case,US,success_candidate,AGRI_MACHINERY_PRECISION_CYCLE,WATCH_YELLOW_FIRST,2025-01-06,,,,,autonomous_tractor|precision_agriculture|labor_shortage_solution|software_attach_potential,farm_income|financing_cost|adoption_rate_unverified|right_to_repair,precision_agri_stage1_success_candidate,needs_price_backfill,false,"Autonomous agriculture technology is useful Stage 1 evidence, but sales, farmer ROI, and software attachment must verify it."
deere_farm_equipment_demand_slowdown_case,AGRI_MACHINERY_PRECISION_CYCLE,DE,Deere farm equipment demand slowdown,US,4c_thesis_break,AGRI_MACHINERY_PRECISION_CYCLE,WATCH_YELLOW_FIRST,2025-02-13,,,,2025-02-13,equipment_sales_decline|farm_income_weakness|high_borrowing_cost|revenue_decline,farm_income_weakness|high_borrowing_cost|equipment_sales_decline|tariff_uncertainty,agri_machinery_cycle_4c_watch,needs_price_backfill,false,Precision agriculture can be promising while the machinery company is still capped by farm-income and financing cycles.
deere_right_to_repair_settlement_case,AGRI_MACHINERY_SOFTWARE_LOCKIN,DE,Deere right-to-repair settlement,US,failed_rerating,AGRI_MACHINERY_SOFTWARE_LOCKIN,WATCH_YELLOW_FIRST,2026-04-01,,,,,right_to_repair_flag|repair_settlement_amount|software_lock_in|ftc_lawsuit_flag,right_to_repair_lawsuit|repair_monopoly_allegation|settlement_cost|ftc_lawsuit|customer_backlash,agri_machinery_software_lockin_regulatory_watch,needs_price_backfill,false,Software-enabled equipment lock-in can become a RedTeam risk if regulation or lawsuits weaken the model.
zoetis_bird_flu_vaccine_conditional_case,ANIMAL_HEALTH_BIOSECURITY,ZTS,Zoetis bird flu vaccine conditional clearance,US,success_candidate,ANIMAL_HEALTH_BIOSECURITY,WATCH_YELLOW_FIRST,2025-02-14,2025-02-14,,,,vaccine_conditional_approval|government_stockpile|biosecurity_demand,emergency_license|government_policy_uncertain|one_off_stockpile|trade_restriction,animal_health_event_to_contract_candidate,needs_price_backfill,false,"Conditional approval and stockpile rebuilding can move disease news toward Stage 2, but recurring use must be checked."
calmaine_egg_price_profit_case,AGRI_LIVESTOCK_FOOD_COMMODITY,CALM,Cal-Maine egg price profit cycle,US,cyclical_success,AGRI_LIVESTOCK_FOOD_COMMODITY,REDTEAM_FIRST,2025-04-09,2025-04-09,,2025-04-09,,egg_price_spike|avian_flu_supply_shock|op_profit_increase,price_normalization|disease_normalization|price_fixing_investigation,livestock_price_cyclical_success_regulatory_watch,needs_price_backfill,false,"Egg-price profit spikes can be real cyclical success, but price normalization and investigations cap Green."
bowery_vertical_farming_shutdown_case,VERTICAL_FARMING_UNIT_ECONOMICS,BOWERY_PRIVATE,Bowery vertical farming shutdown,US,4c_thesis_break,VERTICAL_FARMING_UNIT_ECONOMICS,REDTEAM_FIRST,2024-11-05,,,,2024-11-05,vertical_farming|shutdown|premium_pricing_failure|unit_economics_failure,unit_economics_failure|energy_cost|premium_pricing_failure|capex_burden,vertical_farming_unit_economics_4c,needs_price_backfill,false,Vertical farming can fail when consumers do not pay enough premium to cover energy and capex.
appharvest_chapter11_case,VERTICAL_FARMING_UNIT_ECONOMICS,APPH,AppHarvest Chapter 11,US,4c_thesis_break,VERTICAL_FARMING_UNIT_ECONOMICS,REDTEAM_FIRST,2023-07-24,,,,2023-07-24,vertical_farming|chapter11|greenhouse_sale,chapter11|capex_burden|unit_economics_failure|labor_or_safety_issue,smart_farm_spac_hard_4c,needs_price_backfill,false,Hydroponics and greenhouse capex without unit economics can become hard 4C.
duolingo_ai_strategy_bookings_miss_case,EDUCATION_SPECIALTY_SERVICES,DUOL,Duolingo AI strategy and softer bookings,US,4c_thesis_break,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,2026-02-26,,,,2026-02-26,ai_speaking_feature|user_growth_priority|bookings_outlook_miss,bookings_miss|monetization_pressure|ai_cost,education_app_success_candidate_but_monetization_watch,needs_price_backfill,false,Education apps need bookings and monetization; AI features and user growth alone can still break the thesis.
chegg_ai_disruption_case,EDTECH_AI_DISRUPTION,CHGG,Chegg AI disruption,US,4c_thesis_break,EDTECH_AI_DISRUPTION,REDTEAM_FIRST,2023-05-02,,,,2023-05-02,ai_substitutes_core_service|traffic_decline|subscriber_decline,ai_disruption|traffic_decline|subscriber_decline|layoff|strategic_review,ai_education_disruption_hard_4c,needs_price_backfill,false,Education recurring revenue can break when AI substitutes the core service or search traffic channel.
2u_chapter11_case,ONLINE_EDUCATION_OPM_DISTRESS,TWOU,2U Chapter 11,US,4c_thesis_break,ONLINE_EDUCATION_OPM_DISTRESS,REDTEAM_FIRST,2024-07-25,,,,2024-07-25,online_education_platform|chapter11|debt_restructuring,chapter11|student_roi|debt|partner_concentration|regulatory_oversight,online_education_opm_hard_4c,needs_price_backfill,false,"Online education platforms need CAC, completion, student ROI, partner concentration, and debt checks."
